seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,82265221,729.49,601.56,-232.42,-0.85,-0.67,0.24,34.55
1,82269285,736.82,610.35,-249.02,-0.85,-0.67,0.24,34.55
2,82273335,736.82,609.38,-250.98,-0.30,-1.16,0.37,34.69
3,82277384,739.26,604.00,-246.09,-0.85,-0.91,0.49,34.74
4,82281434,736.82,609.38,-250.00,-0.79,-1.04,0.30,34.21
5,82285484,736.82,609.38,-250.00,-1.04,-0.91,0.12,34.50
6,82289533,737.79,614.26,-255.86,-1.28,-0.30,0.00,34.69
7,82293583,736.82,613.28,-251.95,-1.59,-0.06,-0.24,34.31
8,82297632,736.82,611.33,-238.28,-1.59,0.18,-0.43,34.64
9,82301682,739.75,613.77,-243.65,-1.71,-0.06,-0.43,34.69
10,82305731,746.58,605.96,-244.14,-1.83,-0.18,-0.06,34.40
11,82311803,740.72,604.49,-254.39,-2.01,-0.12,-0.49,34.40
12,82315852,737.30,602.05,-253.91,-2.44,0.00,-0.61,34.69
13,82319902,734.86,594.73,-250.00,-2.26,-0.37,-0.55,34.88
14,82323959,738.28,597.17,-251.95,-1.95,-0.91,-0.30,34.64
15,82328008,739.75,595.70,-251.95,-1.89,-1.65,0.00,34.50
16,82332058,738.28,591.80,-254.88,-1.52,-2.56,0.30,34.40
17,82337803,732.91,593.26,-253.91,-1.52,-2.87,0.43,34.64
18,82341852,740.23,593.26,-248.05,-0.98,-3.60,0.91,34.50
19,82345902,739.75,595.21,-249.02,-1.04,-4.15,0.61,34.31
20,82349959,739.26,592.77,-248.54,-1.04,-4.39,1.10,34.50
21,82355803,743.65,590.33,-245.12,-0.73,-4.70,1.04,34.50
22,82359852,740.23,593.26,-243.16,-0.24,-4.76,1.28,34.55
23,82363902,739.26,588.87,-250.00,-0.06,-5.30,1.40,34.74
24,82367959,740.23,594.24,-251.95,0.06,-5.37,1.40,34.12
25,82372008,738.77,596.19,-256.35,0.49,-5.67,1.46,34.40
26,82377803,740.72,596.19,-247.56,0.49,-5.91,1.52,34.50
27,82381852,745.12,603.03,-240.72,0.24,-5.79,1.16,34.64
28,82385902,737.79,604.49,-244.14,-0.06,-5.24,1.22,34.40
29,82389959,736.33,604.98,-247.07,0.18,-5.00,0.98,34.21
30,82394008,736.82,605.47,-250.49,0.00,-4.45,0.98,34.50
31,82399803,732.42,613.28,-245.61,-0.43,-4.09,0.79,34.40
32,82403852,738.28,610.84,-247.07,-0.98,-3.35,0.49,34.50
33,82407902,733.40,609.86,-249.51,-1.22,-2.68,0.49,34.40
34,82411959,735.84,612.30,-253.42,-1.34,-2.07,0.06,34.36
35,82416008,730.47,610.84,-255.37,-1.77,-1.89,-0.24,34.40
36,82421803,729.00,606.45,-259.77,-1.95,-2.26,0.12,34.40
37,82425852,728.03,602.05,-261.23,-2.07,-2.68,0.00,34.69
38,82429902,730.47,607.42,-260.74,-1.83,-2.93,0.06,34.40
39,82433959,733.89,607.42,-258.79,-1.77,-3.17,-0.06,34.74
40,82438008,737.79,607.91,-262.70,-2.20,-3.54,-0.24,34.36
41,82443803,738.28,609.86,-262.70,-2.01,-3.35,-0.37,34.50
42,82447852,735.84,603.52,-265.62,-2.32,-3.35,-0.12,34.31
43,82451902,735.84,600.59,-266.11,-2.32,-3.41,-0.06,34.40
44,82455959,733.89,603.03,-261.72,-2.32,-3.48,0.06,34.55
45,82460008,722.66,598.63,-258.30,-2.26,-4.09,0.61,34.69
46,82465803,730.96,595.21,-260.25,-2.38,-3.78,0.43,34.36
47,82469852,728.03,611.33,-259.77,-2.26,-4.82,0.43,34.21
48,82473902,737.30,613.77,-272.46,-1.65,-5.73,0.00,34.55
49,82477959,736.33,605.96,-260.25,-2.20,-5.37,0.18,34.50
50,82482008,734.86,605.47,-250.98,-2.20,-5.18,0.24,34.50
51,82487803,732.42,602.05,-256.84,-1.71,-5.43,0.37,34.31
