host_elapsed_s,seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0.109000,24,3011185,-195.3100,-594.2400,-815.9200,-14.5100,3.2900,2.0100,34.4000
0.109000,25,3015549,-195.3100,-594.2400,-815.9200,-13.3500,3.7800,1.4000,34.9300
0.125000,26,3019905,-190.9200,-593.2600,-818.3600,-11.5900,4.0900,-0.0600,34.9300
0.125000,27,3024408,-191.4100,-585.4500,-813.9600,-9.5700,4.0900,-1.3400,34.9300
0.125000,28,3028776,-191.4100,-585.4500,-813.9600,-7.9300,4.3900,-2.0100,34.9300
0.140000,29,3033141,-187.0100,-580.0800,-811.0400,-6.3400,4.1500,-2.9900,34.9300
0.140000,30,3037497,-183.5900,-579.5900,-803.7100,-5.1200,3.7200,-4.0200,34.9300
0.140000,31,3041850,-182.1300,-579.1000,-804.2000,-4.7000,3.2300,-4.7000,34.9300
0.140000,32,3046200,-180.6600,-582.5200,-806.6400,-4.1500,2.6200,-4.8200,35.0700
0.156000,33,3050548,-182.1300,-581.5400,-808.5900,-3.9000,2.5000,-4.4500,35.0700
0.156000,34,3054909,-176.7600,-579.5900,-808.1100,-4.2700,1.7100,-4.0900,34.9300
0.156000,35,3059256,-181.1500,-576.6600,-809.5700,-4.4500,1.5900,-3.7200,35.0700
0.156000,36,3063614,-185.0600,-575.2000,-809.0800,-5.3700,0.9800,-3.6600,34.7400
0.172000,37,3067973,-184.0800,-575.6800,-808.1100,-6.4000,0.7900,-3.7200,34.6900
0.172000,38,3072335,-183.5900,-575.6800,-811.0400,-7.5600,0.6100,-3.4100,34.6900
0.172000,39,3076693,-184.5700,-568.8500,-809.0800,-8.8400,0.5500,-2.6800,34.7400
0.187000,40,3081060,-184.5700,-563.9600,-807.6200,-10.4300,0.7300,-2.3200,34.7400
0.187000,41,3085561,-187.5000,-558.5900,-810.5500,-12.2000,0.6700,-1.4600,34.9300
0.187000,42,3090074,-187.0100,-561.0400,-815.4300,-13.2900,0.8500,-0.8500,34.9300
0.203000,43,3094573,-187.9900,-559.0800,-817.8700,-14.1500,1.5900,0.0000,34.6400
0.203000,44,3098942,-193.8500,-554.2000,-816.4100,-14.6300,1.8300,0.5500,34.8300
0.203000,45,3103321,-196.7800,-543.4600,-821.7800,-14.7600,2.0700,1.2200,34.7400
0.203000,46,3107684,-199.7100,-542.4800,-823.7300,-14.8800,2.1300,1.5900,34.8800
0.219000,47,3112047,-194.8200,-538.0900,-826.6600,-14.7600,2.1300,1.7700,34.7400
0.219000,48,3116403,-200.6800,-543.9500,-832.0300,-13.5400,2.0100,2.0700,34.5000
0.219000,49,3120761,-197.7500,-538.0900,-838.3800,-11.7700,2.2600,2.3200,34.8800
0.219000,50,3125119,-197.2700,-540.5300,-840.8200,-10.2400,2.2000,1.8300,34.8800
0.234000,51,3129474,-202.1500,-536.6200,-845.7000,-8.6000,1.7700,1.3400,34.7400
0.234000,52,3133832,-210.4500,-542.4800,-854.0000,-6.5900,1.7100,0.7300,34.9300
0.234000,53,3138177,-215.3300,-555.6600,-859.3700,-4.5100,1.0400,-0.7900,34.9300
0.250000,54,3142547,-209.4700,-550.7800,-857.9100,-2.8700,1.4600,-1.5200,34.8300
0.250000,55,3146907,-206.5400,-546.3900,-854.0000,-0.8500,2.3800,-2.7400,34.7400
0.250000,56,3151269,-196.7800,-544.4300,-841.3100,-0.8500,3.2300,-4.9400,35.1700
0.250000,57,3155623,-183.5900,-550.2900,-840.8200,-2.2000,3.0500,-5.5500,34.8800
0.265000,58,3159990,-178.7100,-551.7600,-841.8000,-3.1100,2.1300,-4.5700,34.6900
0.265000,59,3164338,-179.6900,-553.7100,-838.3800,-3.6600,0.3700,-2.4400,34.6400
0.265000,60,3168696,-175.7800,-552.7300,-823.7300,-4.7000,-0.6700,-0.1800,34.6400
0.281000,61,3173191,-174.8000,-558.5900,-819.3400,-6.7700,-0.7900,0.0600,34.9300
0.281000,62,3177565,-174.8000,-557.6200,-816.8900,-8.6000,-0.1200,-0.0600,34.7400
0.281000,63,3182065,-168.4600,-556.1500,-826.6600,-9.5700,0.4300,0.5500,34.9300
0.281000,64,3186431,-177.7300,-558.1100,-832.5200,-9.3300,0.3700,2.1300,34.7400
0.297000,65,3190789,-183.1100,-560.5500,-829.5900,-8.4100,-0.1800,3.2900,34.7400
0.297000,66,3195155,-185.0600,-563.9600,-845.2100,-7.0100,-0.0600,2.0100,34.8800
0.297000,67,3199515,-189.4500,-570.3100,-846.1900,-4.9400,0.4300,-0.1200,34.8800
0.312000,68,3203890,-199.2200,-570.3100,-839.8400,-2.7400,0.6100,-2.5000,34.7400
0.312000,69,3208246,-199.7100,-567.3800,-831.5400,-0.1200,-0.5500,-3.4100,35.0700
0.312000,70,3212754,-193.3600,-575.6800,-829.1000,1.2800,-1.4000,-5.5500,34.7400
0.312000,71,3217113,-183.5900,-571.2900,-838.8700,1.9500,-1.2800,-7.0700,34.7400
0.328000,72,3221477,-179.2000,-571.2900,-832.0300,2.2000,-0.9100,-7.2600,34.8800
0.328000,73,3225835,-179.6900,-565.4300,-818.3600,1.8900,-1.4000,-6.5200,34.7400
0.328000,74,3230198,-171.8700,-566.4100,-796.3900,0.3700,-2.0700,-7.2600,34.9300
0.328000,75,3234557,-169.9200,-581.0500,-798.3400,-2.5600,-2.5600,-8.9600,34.7400
0.344000,76,3239062,-168.9500,-588.3800,-797.3600,-6.0400,-2.5000,-9.2700,35.0700
0.344000,77,3243551,-152.3400,-584.9600,-802.2500,-9.2100,-1.9500,-6.9500,34.5000
0.344000,78,3248045,-149.4100,-578.1200,-797.8500,-12.3800,-1.2800,-3.9600,34.9300
0.359000,79,3252669,-149.4100,-572.7500,-799.8000,-14.8800,-0.3000,-0.4900,35.0700
0.359000,80,3257231,-159.6700,-571.7800,-802.7300,-16.8300,0.4900,2.4400,35.1700
0.359000,81,3261602,-173.8300,-565.9200,-804.2000,-19.0900,0.7900,4.5100,35.1700
0.359000,82,3265980,-182.1300,-572.7500,-810.0600,-19.2100,1.1600,4.9400,35.0700
0.375000,83,3270349,-192.8700,-570.8000,-802.7300,-17.9300,1.8300,4.5100,34.7400
0.375000,84,3274711,-192.3800,-566.4100,-804.6900,-15.9100,1.9500,3.2300,34.6400
0.375000,85,3279071,-192.3800,-564.9400,-802.7300,-13.5400,1.8900,2.3200,35.1700
0.390000,86,3283439,-194.3400,-562.5000,-810.0600,-11.4000,2.4400,0.9800,34.6400
0.390000,87,3287807,-196.7800,-575.2000,-812.9900,-8.9000,3.3500,-0.1200,34.6900
0.390000,88,3292168,-188.4800,-572.2700,-822.2700,-7.0100,4.0200,0.1200,34.4000
0.390000,89,3296535,-174.3200,-543.9500,-821.2900,-5.2400,5.1200,0.3700,35.0700
0.406000,90,3300901,-176.7600,-542.4800,-818.8500,-5.8500,5.8500,-0.4300,34.7400
0.406000,91,3305273,-177.2500,-537.1100,-823.7300,-5.6700,5.9100,-1.0400,34.9300
0.406000,92,3309636,-184.5700,-537.6000,-817.8700,-7.6200,5.6700,-3.5400,34.7400
0.406000,93,3314002,-196.2900,-541.9900,-817.3800,-9.0900,4.4500,-6.0400,34.7400
0.422000,94,3318362,-188.4800,-539.5500,-812.0100,-10.8500,3.2900,-8.2300,34.5500
0.422000,95,3322866,-174.8000,-534.6700,-797.3600,-12.9300,2.5600,-9.5100,34.6400
0.422000,96,3327369,-162.6000,-529.3000,-792.9700,-15.1200,2.8000,-9.2100,34.9300
0.437000,97,3331871,-155.7600,-528.8100,-791.0200,-16.7700,2.8000,-6.4000,34.9300
0.437000,98,3336375,-157.2300,-530.2700,-789.0600,-18.6600,2.7400,-2.5000,34.6900
0.437000,99,3340878,-164.5500,-523.9300,-794.9200,-19.8800,2.8700,1.1600,34.5500
0.453000,100,3345234,-172.3600,-524.4100,-796.8700,-20.7900,2.9300,3.1700,34.6900
0.453000,101,3349734,-177.7300,-535.6400,-808.1100,-21.4600,3.1100,3.7800,35.0300
0.453000,102,3354241,-181.1500,-539.0600,-807.6200,-21.5900,2.9300,3.1700,34.9300
0.453000,103,3358738,-180.1800,-543.4600,-812.0100,-20.6700,3.3500,1.4000,34.6400
0.469000,104,3363238,-179.2000,-541.0200,-816.4100,-19.3300,2.8700,0.1200,34.7400
0.469000,105,3367741,-183.1100,-540.0400,-817.8700,-17.8700,2.3200,-0.4300,34.8800
0.469000,106,3372247,-174.8000,-540.0400,-822.2700,-16.5200,2.5600,-0.8500,34.6400
0.484000,107,3376767,-172.8500,-535.6400,-813.4800,-14.4500,3.1100,-0.7300,34.9300
0.484000,108,3381284,-170.9000,-531.2500,-807.1300,-13.5400,3.4100,0.1200,34.9300
0.484000,109,3385796,-176.7600,-528.3200,-806.1500,-12.3800,4.0900,0.4900,34.8300
0.484000,110,3390303,-179.2000,-530.7600,-804.6900,-11.4000,5.2400,0.1200,34.8800
0.500000,111,3394819,-182.6200,-532.7100,-812.9900,-10.1200,5.7900,-0.7300,34.6400
0.500000,112,3399329,-181.6400,-536.6200,-818.8500,-9.2100,6.2200,-1.8300,34.7400
0.500000,113,3403831,-177.7300,-532.2300,-825.6800,-8.2900,6.1600,-2.8700,34.6900
0.515000,114,3408331,-177.2500,-533.6900,-824.7100,-8.1100,5.9800,-4.3300,34.5500
0.515000,115,3412826,-179.6900,-539.0600,-818.3600,-8.1100,5.6700,-5.9800,34.5000
0.515000,116,3417318,-178.2200,-541.0200,-812.9900,-6.7100,5.4300,-7.6200,34.7400
0.515000,117,3421813,-179.2000,-532.2300,-806.1500,-6.4000,4.5700,-7.2000,34.5500
0.531000,118,3426311,-177.7300,-527.8300,-802.7300,-7.2600,3.8400,-6.4000,34.8800
0.531000,119,3430806,-168.9500,-526.3700,-797.3600,-8.0500,3.2900,-6.2200,34.9300
0.531000,120,3435298,-168.4600,-524.9000,-795.4100,-8.8400,2.7400,-4.7600,34.9300
0.547000,121,3439795,-160.6400,-531.2500,-796.3900,-10.3000,1.5200,-2.8700,34.7400
0.547000,122,3444294,-157.7100,-533.6900,-798.3400,-11.6500,1.2200,-1.7700,34.8800
0.547000,123,3448803,-150.3900,-526.3700,-796.3900,-12.8000,2.0700,-0.5500,34.5000
0.547000,124,3453315,-153.3200,-529.3000,-796.3900,-13.6000,3.2300,0.9800,34.8800
0.562000,125,3457824,-156.2500,-532.2300,-801.2700,-12.5000,5.3700,2.0700,34.7400
0.562000,126,3462327,-162.1100,-526.8600,-799.3200,-12.7400,7.2600,2.5000,34.7400
0.562000,127,3466828,-170.4100,-520.5100,-802.7300,-14.1500,8.5400,2.1300,34.6400
0.578000,128,3471329,-162.1100,-532.2300,-812.0100,-14.6300,8.7200,2.1300,34.9300
0.578000,129,3475833,-156.2500,-534.6700,-828.1200,-12.6800,8.4800,2.8000,34.7400
0.578000,130,3480332,-155.2700,-546.3900,-826.6600,-8.9000,7.8000,4.5700,34.9300
0.578000,131,3484689,-143.5500,-516.6000,-825.6800,-7.2000,7.6200,6.6500,35.0300
0.594000,132,3489047,-146.9700,-509.7700,-819.3400,-6.2200,7.8700,7.8000,34.5500
0.594000,133,3493403,-160.6400,-481.4500,-810.0600,-7.6200,8.7200,6.6500,34.9300
0.594000,134,3497770,-183.1100,-501.9500,-816.4100,-7.6800,8.1700,4.1500,34.9300
0.609000,135,3502126,-182.1300,-494.1400,-825.6800,-8.4800,8.2900,1.5900,34.5000
0.609000,136,3506481,-179.6900,-497.5600,-833.9800,-8.9600,7.9900,-2.0700,34.5000
0.609000,137,3510980,-170.9000,-497.5600,-833.5000,-8.9600,7.1300,-5.1800,34.6400
0.609000,138,3515481,-162.6000,-499.0200,-829.5900,-8.1700,6.5900,-6.3400,34.9300
0.625000,139,3519979,-146.4800,-497.0700,-819.8200,-7.8700,5.7300,-6.2800,34.6900
0.625000,140,3524476,-141.6000,-504.3900,-812.5000,-8.3500,4.8200,-5.5500,34.7400
0.625000,141,3528974,-145.0200,-506.3500,-806.6400,-9.2700,3.7800,-3.9600,34.9300
0.640000,142,3533468,-147.9500,-504.8800,-810.5500,-10.4300,3.4800,-2.9900,34.7400
0.640000,143,3537973,-142.0900,-506.8400,-815.4300,-11.2200,3.1700,-1.8300,34.5000
0.640000,144,3542477,-149.4100,-507.8100,-818.3600,-11.6500,3.1700,-1.5200,34.7400
0.640000,145,3546986,-146.0000,-506.3500,-821.7800,-11.2200,2.7400,-0.7300,34.9300
0.656000,146,3551492,-151.8600,-504.8800,-817.3800,-10.6100,2.5600,-0.1200,34.6400
0.656000,147,3556009,-154.3000,-503.4200,-817.3800,-10.0000,2.2600,-0.0600,34.6900
0.656000,148,3560525,-150.3900,-507.3200,-815.4300,-9.8800,2.2600,-0.3700,34.5500
0.672000,149,3565032,-151.3700,-505.8600,-812.5000,-9.5700,2.7400,-1.5900,34.8300
0.672000,150,3569536,-151.8600,-504.3900,-816.8900,-8.8400,3.6600,-2.1300,34.7400
0.672000,151,3574035,-145.5100,-504.3900,-825.2000,-7.7400,4.0900,-2.0700,34.6400
0.672000,152,3578528,-147.4600,-505.8600,-828.6100,-6.7700,5.0000,-1.3400,35.0300
0.687000,153,3583022,-149.4100,-508.7900,-838.8700,-5.3700,5.6100,-1.1600,34.6400
0.687000,154,3587515,-148.9300,-505.8600,-838.8700,-3.9000,5.9100,-1.1600,34.8800
0.687000,155,3592012,-152.8300,-498.5400,-838.8700,-2.7400,6.1600,-1.2800,34.7400
0.703000,156,3596504,-154.3000,-497.5600,-839.3600,-2.0700,5.9800,-1.8300,34.5500
0.703000,157,3600998,-149.4100,-493.1600,-836.9100,-2.1300,5.4900,-2.6200,35.0300
0.703000,158,3605494,-150.8800,-496.0900,-836.4300,-2.5600,4.7000,-3.0500,34.8800
0.703000,159,3609991,-155.7600,-494.1400,-831.5400,-3.1100,3.6000,-3.8400,34.8300
0.719000,160,3614486,-150.3900,-491.7000,-828.6100,-4.7000,2.1300,-3.4800,34.8800
0.719000,161,3618985,-141.1100,-497.0700,-821.2900,-6.2200,0.9100,-2.7400,34.7400
0.719000,162,3623489,-139.1600,-503.4200,-821.2900,-7.9300,0.1200,-1.4000,34.6400
0.734000,163,3627992,-142.0900,-506.3500,-828.1200,-9.2100,0.0600,-0.1800,34.8800
0.734000,164,3632498,-148.9300,-508.7900,-835.9400,-10.5500,-0.6100,0.8500,34.8800
0.734000,165,3637019,-147.9500,-508.3000,-848.1400,-10.3000,-0.4300,1.7100,34.7400
0.750000,166,3641530,-154.3000,-506.8400,-859.8600,-8.9600,0.1200,2.3200,34.9300
0.750000,167,3645899,-154.3000,-506.8400,-859.8600,-7.9900,0.6100,2.0100,34.5000
0.750000,168,3650269,-160.1600,-504.3900,-866.2100,-6.4600,1.5200,1.4000,34.8300
0.750000,169,3654630,-166.5000,-503.4200,-869.1400,-4.9400,2.2000,0.6100,34.6900
0.765000,170,3659005,-169.9200,-503.9100,-866.7000,-3.9600,3.5400,-0.5500,34.9300
0.765000,171,3663503,-165.5300,-504.8800,-870.1200,-3.4100,4.3900,-1.7100,34.9300
0.765000,172,3668005,-161.6200,-495.6100,-860.3500,-2.6200,5.1200,-3.0500,34.8800
0.781000,173,3672500,-157.7100,-495.6100,-852.5400,-2.7400,5.6700,-3.6600,34.6400
0.781000,174,3676999,-146.9700,-489.7500,-853.0300,-3.4800,5.5500,-3.4100,34.6900
0.781000,175,3681492,-144.0400,-494.1400,-851.0700,-4.5100,5.1200,-2.3800,34.9300
0.781000,176,3685991,-144.0400,-494.1400,-855.9600,-5.6700,5.0000,-1.2200,35.0300
0.797000,177,3690482,-147.4600,-492.6800,-854.9800,-6.6500,4.0200,0.2400,34.5500
0.797000,178,3694856,-142.5800,-493.1600,-856.4500,-7.3800,3.1700,1.5900,34.8800
0.797000,179,3699217,-147.4600,-491.2100,-853.5200,-7.5000,2.5600,2.0100,34.8300
0.797000,180,3703577,-152.3400,-491.7000,-853.5200,-7.3200,1.9500,2.0700,35.0700
0.812000,181,3707934,-144.0400,-489.7500,-855.4700,-7.0100,1.2800,1.5200,34.7400
0.812000,182,3712300,-145.0200,-490.2300,-843.2600,-6.9500,1.4600,0.7300,34.9300
0.812000,183,3716661,-141.6000,-493.6500,-846.6800,-6.1000,1.8900,0.4900,34.8800
0.828000,184,3721028,-145.0200,-503.9100,-847.6600,-4.7000,2.7400,-0.2400,34.8800
0.828000,185,3725532,-143.5500,-500.4900,-846.6800,-3.5400,2.9300,-1.4000,34.9300
0.828000,186,3730039,-141.6000,-498.5400,-841.3100,-2.3200,3.1700,-1.7100,34.6900
0.828000,187,3734538,-138.6700,-492.1900,-845.2100,-1.1000,3.1700,-2.2000,34.9300
0.844000,188,3739034,-135.7400,-491.2100,-851.0700,-0.4900,3.2900,-2.2000,34.7400
0.844000,189,3743533,-139.6500,-496.0900,-853.0300,0.7300,3.6000,-2.5000,34.8300
0.844000,190,3747903,-141.1100,-505.3700,-854.9800,1.5900,3.1700,-3.4100,34.6400
0.859000,191,3752269,-138.6700,-500.0000,-854.9800,1.6500,2.8000,-3.7800,34.3100
0.859000,192,3756623,-133.3000,-484.8600,-844.7300,1.7700,2.2000,-3.6000,34.8800
0.859000,193,3760986,-141.1100,-488.7700,-846.1900,0.6700,1.3400,-3.1100,34.9300
0.859000,194,3765353,-136.7200,-491.7000,-848.6300,-0.9100,0.3700,-2.9300,34.8300
0.875000,195,3769854,-137.2100,-485.8400,-846.1900,-2.8700,0.0600,-2.3800,34.6900
0.875000,196,3774362,-132.8100,-485.8400,-840.3300,-4.0900,-0.3700,-1.4000,34.8800
0.875000,197,3778877,-134.7700,-486.3300,-842.2900,-5.9100,-0.6700,0.0600,34.6400
0.890000,198,3783382,-134.7700,-484.3700,-849.1200,-7.5000,-0.9800,1.0400,34.8300
0.890000,199,3787889,-141.6000,-488.2800,-860.8400,-8.1100,-1.1000,2.1300,35.0300
0.890000,200,3792388,-143.5500,-484.8600,-867.1900,-8.3500,-0.7900,3.2900,34.9300
0.890000,201,3796895,-144.5300,-480.9600,-874.0200,-7.2600,-0.1800,4.2700,34.8800
0.906000,202,3801403,-144.5300,-477.5400,-876.9500,-5.7900,0.3000,4.7600,34.8800
0.906000,203,3805778,-150.8800,-482.9100,-873.0500,-3.8400,0.8500,3.6600,34.5000
0.906000,204,3810138,-153.8100,-478.0300,-878.4200,-1.7700,1.4000,2.1300,34.7400
0.922000,205,3814500,-150.8800,-481.9300,-873.0500,0.0000,1.6500,0.7900,34.6400
0.922000,206,3818868,-144.0400,-477.5400,-869.6300,1.7100,2.1300,-0.6100,34.8800
0.922000,207,3823247,-145.0200,-474.1200,-857.9100,2.6800,2.6200,-1.1000,34.8800
0.922000,208,3827611,-140.6200,-476.5600,-853.5200,3.6600,2.6800,-0.9100,35.1700
0.937000,209,3832029,-139.1600,-480.4700,-841.3100,3.4100,2.9300,-0.9800,34.7400
0.937000,210,3836443,-138.6700,-475.5900,-838.3800,3.3500,2.6800,-0.6700,34.9300
0.937000,211,3840835,-133.3000,-476.5600,-837.8900,2.9300,2.9300,-0.1200,34.7400
0.953000,212,3845202,-129.8800,-471.1900,-832.5200,2.5600,2.8700,-0.0600,34.6900
0.953000,213,3849574,-132.8100,-479.0000,-832.0300,2.3800,2.6200,0.2400,34.6400
0.953000,214,3853946,-130.3700,-478.5200,-830.5700,2.0700,2.5000,0.5500,34.9300
0.953000,215,3858326,-131.3500,-482.9100,-830.0800,2.1300,2.3800,1.1000,34.9300
0.969000,216,3862691,-128.4200,-484.3700,-827.6400,2.2600,1.8300,1.2200,34.8800
0.969000,217,3867055,-131.3500,-490.7200,-824.2200,2.2600,0.9800,0.8500,34.7400
0.969000,218,3871418,-126.4600,-481.4500,-815.4300,2.1300,0.1800,0.5500,34.9300
0.984000,219,3875792,-125.9800,-479.0000,-810.0600,3.0500,-0.6700,1.1000,34.9300
0.984000,220,3880158,-125.0000,-478.0300,-799.3200,3.2900,-1.3400,1.9500,34.6400
0.984000,221,3884519,-131.8400,-477.0500,-799.3200,3.4100,-2.5000,2.0100,34.6400
0.984000,222,3888890,-135.2500,-477.5400,-805.1800,3.6000,-3.7200,2.0700,34.6400
1.000000,223,3893256,-134.2800,-481.9300,-807.6200,4.1500,-4.5100,1.9500,34.8800
1.000000,224,3897614,-128.4200,-488.7700,-804.6900,5.0600,-4.8800,1.5200,34.9300
1.000000,225,3901974,-134.2800,-483.4000,-800.7800,6.2200,-4.8800,1.4000,34.9300
1.000000,226,3906411,-136.2300,-485.3500,-792.9700,7.3800,-4.6300,0.8500,34.8300
1.015000,227,3910786,-133.3000,-488.7700,-788.5700,8.6000,-4.8800,0.7900,34.6900
1.015000,228,3915148,-132.8100,-485.3500,-784.6700,9.3900,-4.8200,0.1200,34.7400
1.015000,229,3919517,-136.7200,-494.1400,-785.6400,9.6300,-4.8200,-0.4900,34.6900
1.031000,230,3924028,-135.2500,-491.7000,-792.4800,10.0000,-4.8200,-1.2200,35.0300
1.031000,231,3928537,-134.2800,-498.0500,-797.3600,10.2400,-4.8800,-1.3400,34.7400
1.031000,232,3933050,-132.3200,-494.1400,-795.9000,10.9100,-5.2400,-0.6700,34.9300
1.031000,233,3937560,-134.2800,-485.8400,-793.4600,11.4000,-5.6700,-0.2400,34.5000
1.047000,234,3942080,-141.1100,-493.6500,-798.3400,11.2800,-5.7900,0.2400,34.6900
1.047000,235,3946593,-143.0700,-490.7200,-806.6400,10.7900,-6.3400,0.1200,34.9300
1.047000,236,3951107,-145.0200,-495.1200,-807.6200,10.7900,-6.6500,0.3000,34.7400
1.062000,237,3955613,-147.4600,-498.0500,-807.1300,10.8500,-6.5900,0.4300,34.8800
1.062000,238,3960131,-145.5100,-489.7500,-809.5700,11.2200,-7.1300,0.1200,34.5000
1.062000,239,3964641,-143.0700,-493.6500,-810.0600,10.6700,-7.2600,0.9100,34.7400
1.062000,240,3969151,-151.3700,-500.0000,-809.5700,9.6300,-7.4400,0.9100,34.6400
1.078000,241,3973519,-154.7900,-504.3900,-818.8500,9.6300,-7.4400,0.9100,34.6400
1.078000,242,3977888,-147.4600,-503.9100,-820.3100,8.4100,-7.3200,0.7900,34.6400
1.078000,243,3982264,-139.6500,-502.9300,-816.8900,7.5600,-7.0100,1.1600,34.8300
1.094000,244,3986628,-141.1100,-510.2500,-815.9200,6.3400,-6.8900,1.8300,34.9300
1.094000,245,3990993,-139.6500,-514.1600,-819.8200,5.0000,-7.4400,2.2000,34.6900
1.094000,246,3995355,-141.6000,-525.8800,-817.8700,3.7800,-7.8700,2.2000,34.8800
1.094000,247,3999711,-140.1400,-535.1600,-817.3800,2.8000,-8.6600,2.0700,34.6400
1.109000,248,4004071,-137.7000,-532.7100,-817.3800,1.5200,-9.3900,1.5900,34.6900
1.109000,249,4008429,-137.2100,-525.8800,-815.9200,0.9800,-9.9400,2.2600,34.6400
1.109000,250,4012798,-137.7000,-530.2700,-825.2000,0.0000,-10.1200,3.0500,34.8800
1.125000,251,4017296,-139.1600,-535.1600,-836.4300,-0.1800,-9.5100,3.6000,34.6900
1.125000,252,4021819,-148.9300,-544.4300,-846.1900,0.4900,-9.0200,3.6000,34.6400
1.125000,253,4026181,-157.7100,-542.4800,-855.4700,2.2000,-7.8700,2.5000,34.6400
1.125000,254,4030545,-164.0600,-540.0400,-864.2600,4.8800,-6.7100,1.3400,34.4000
1.140000,255,4034907,-161.1300,-541.9900,-870.6100,7.3200,-5.9800,0.0600,34.6900
1.140000,256,4039283,-165.5300,-545.4100,-877.9300,9.7600,-4.9400,-0.9100,34.6400
1.140000,257,4043789,-162.6000,-540.5300,-877.9300,12.2600,-4.0200,-1.8300,34.6400
1.156000,258,4048301,-166.0200,-545.9000,-875.9800,14.4500,-3.8400,-2.8000,34.4000
1.156000,259,4052808,-160.6400,-532.7100,-866.7000,15.7300,-3.9000,-4.0200,34.6400
1.156000,260,4057318,-158.6900,-542.9700,-858.8900,14.8200,-4.1500,-4.5700,35.0700
1.156000,261,4061823,-153.3200,-544.9200,-854.9800,13.4800,-4.7600,-4.7600,34.6400
1.172000,262,4066328,-147.9500,-544.4300,-852.5400,11.2800,-4.6300,-3.6000,34.3600
1.172000,263,4070837,-154.7900,-543.9500,-861.3300,9.0200,-6.5200,-2.1300,34.8800
1.172000,264,4075335,-133.3000,-548.8300,-867.1900,4.3300,-11.8300,-0.5500,35.0700
1.187000,265,4079848,-122.5600,-540.0400,-888.1800,6.3400,-11.0400,6.5200,34.8800
1.187000,266,4084363,-159.6700,-539.5500,-877.4400,6.4600,-8.4100,6.7700,34.9300
1.187000,267,4088723,-195.3100,-540.0400,-859.8600,4.8200,-6.8900,3.1700,34.7400
1.187000,268,4093088,-178.7100,-542.9700,-861.3300,1.7700,-5.7300,-0.0600,34.6900
1.203000,269,4097585,-178.7100,-545.9000,-853.0300,0.4300,-2.5000,-2.0700,34.5500
1.203000,270,4102102,-166.0200,-537.6000,-846.1900,-1.1000,-3.9600,-2.7400,34.5000
1.203000,271,4106606,-146.0000,-542.9700,-855.4700,-2.1300,-2.6200,-0.5500,34.5000
1.219000,272,4111114,-149.4100,-540.5300,-846.6800,-2.8700,-1.1000,0.8500,34.8300
1.219000,273,4115611,-148.9300,-536.6200,-847.1700,-3.4800,-0.3000,1.1000,34.6900
