seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,66133683,981.45,-15.14,-169.43,-1.28,-0.98,0.73,34.50
1,66137752,982.42,-14.65,-171.39,-1.40,-0.73,0.30,34.74
2,66141805,979.98,-17.58,-169.92,-1.40,-1.04,0.55,34.31
3,66145854,979.98,-17.58,-169.92,-1.16,-1.16,0.67,34.50
4,66149903,976.07,-18.07,-170.90,-1.10,-1.10,0.37,34.50
5,66153957,978.52,-13.18,-170.41,-1.10,-1.22,-0.55,34.21
6,66158006,987.79,-8.30,-171.39,-1.10,-1.22,-0.06,34.69
7,66162055,981.93,-17.09,-174.32,-1.34,-0.67,-0.06,34.64
8,66166105,980.47,-10.74,-172.85,-1.16,-0.73,0.24,34.40
9,66171788,981.93,-8.79,-171.87,-1.40,-0.85,0.98,34.36
10,66175837,974.61,-17.58,-182.13,-1.22,-0.49,0.43,34.64
11,66179886,977.05,-8.79,-178.71,-1.10,-1.04,0.37,34.83
12,66183945,975.10,-14.16,-178.71,-0.98,-0.98,0.30,34.64
13,66187994,979.98,-12.70,-181.15,-0.61,-0.98,-0.24,34.31
14,66193788,983.89,-6.35,-172.36,-0.85,-1.10,-0.55,34.69
15,66197837,981.93,-10.74,-173.34,-0.61,-0.79,-0.12,34.88
16,66201886,980.96,-11.72,-174.32,-0.49,-0.73,-0.24,34.21
17,66205945,981.45,-9.77,-173.83,-0.24,-0.79,-0.61,34.55
18,66209994,983.89,-6.84,-174.32,-0.12,-0.30,-0.37,34.50
19,66215788,988.28,-9.28,-175.29,-0.18,-0.79,-0.24,34.40
20,66219837,989.75,-7.32,-173.34,-0.12,-0.73,0.06,34.36
21,66223886,983.89,-10.74,-175.78,0.06,-0.85,-0.06,34.50
22,66227945,993.16,-7.32,-173.83,0.06,-0.91,0.85,34.50
23,66231994,976.07,-9.28,-174.32,0.12,-0.06,1.22,34.50
24,66237788,979.00,-13.67,-171.87,0.24,-0.98,-0.18,34.50
25,66241837,987.30,-2.93,-178.71,-0.18,-1.22,1.04,34.40
26,66245886,979.00,-7.81,-177.25,-0.37,-1.16,2.13,34.40
27,66249945,973.14,-12.21,-174.80,-0.12,-1.16,1.71,34.21
28,66255788,975.10,-14.16,-171.39,-0.49,-1.59,0.37,34.50
29,66259837,988.28,-6.84,-176.76,-0.18,-1.22,0.67,34.40
30,66263886,981.93,-10.74,-174.32,-0.18,-1.16,0.67,34.64
31,66267945,982.91,-7.32,-175.29,0.24,-1.71,0.18,34.40
32,66271994,980.47,-8.79,-176.27,0.18,-1.40,0.73,34.50
33,66276043,979.98,-16.60,-165.04,0.24,-1.22,0.18,34.50
34,66281788,981.45,-9.28,-170.41,0.49,-1.34,-0.49,34.64
35,66285837,986.33,-12.21,-176.76,0.12,-1.04,0.43,34.50
36,66289886,982.91,-14.16,-172.36,0.18,-0.79,0.24,34.40
37,66293945,982.91,-13.67,-165.04,0.37,-1.04,0.12,34.64
38,66299788,983.89,-11.23,-166.99,0.06,-1.10,0.98,34.31
39,66303837,985.35,-13.67,-171.39,-0.12,-1.34,1.28,34.50
40,66307886,986.33,-16.60,-171.87,0.00,-1.77,1.59,34.50
41,66311945,979.98,-15.14,-173.83,0.24,-1.52,1.46,34.40
42,66315994,978.52,-6.84,-177.25,-0.12,-1.52,1.40,34.64
