host_elapsed_s,seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0.093000,23,1245562,-669.4300,-695.3100,-291.9900,-1.0400,-0.9800,0.7900,33.6400
0.093000,24,1249933,-680.6600,-698.7300,-291.5000,-0.9100,-0.5500,0.8500,33.7800
0.109000,25,1254309,-676.2700,-695.3100,-291.0200,-0.9100,-0.9100,0.7900,33.6400
0.109000,26,1258671,-673.8300,-691.4100,-291.0200,-0.9100,-0.7300,0.2400,33.8300
0.109000,27,1263039,-676.7600,-701.1700,-293.9500,-0.6100,-0.7300,0.2400,33.6400
0.125000,28,1267407,-671.8700,-696.2900,-290.0400,-0.6100,-0.6100,0.0600,33.8300
0.125000,29,1271786,-676.2700,-694.8200,-291.5000,-0.9800,-0.7900,-0.1800,33.6400
0.125000,30,1276293,-674.3200,-701.1700,-296.3900,-0.7300,-0.6100,-0.1800,33.6400
0.125000,31,1280796,-675.2900,-694.8200,-288.5700,-0.7900,-0.5500,-0.3700,33.6800
0.140000,32,1285298,-672.8500,-692.8700,-293.4600,-0.7900,-0.6700,-0.1200,33.6400
0.140000,33,1289806,-675.7800,-697.2700,-292.4800,-0.7900,-0.4300,-0.1200,33.8300
0.140000,34,1294308,-674.3200,-692.8700,-290.5300,-0.8500,-0.4300,-0.1800,33.3500
0.156000,35,1298812,-674.3200,-699.2200,-292.9700,-0.7900,-0.9100,-0.0600,33.8300
0.156000,36,1303316,-677.7300,-699.2200,-294.4300,-0.9100,-0.6700,-0.1200,33.8800
0.156000,37,1307829,-671.3900,-692.3800,-292.9700,-0.7300,-0.6700,0.0600,33.3500
0.156000,38,1312195,-671.3900,-699.2200,-291.5000,-0.9100,-0.8500,0.1200,33.5900
0.171000,39,1316566,-680.1800,-700.2000,-291.9900,-0.6700,-0.6100,0.0000,33.5900
0.171000,40,1320955,-669.9200,-693.8500,-291.5000,-0.9800,-0.7300,-0.1200,33.8300
0.171000,41,1325477,-670.4100,-700.6800,-291.9900,-0.6700,-0.8500,-0.1200,33.7800
0.187000,42,1329986,-671.8700,-697.7500,-296.3900,-0.7900,-0.6100,0.0000,33.5900
0.187000,43,1334359,-663.5700,-690.9200,-288.5700,-0.9800,-0.7300,0.2400,33.4400
0.187000,44,1338738,-673.3400,-697.7500,-295.4100,-0.9800,-0.7300,0.2400,33.4400
0.187000,45,1343117,-673.8300,-696.2900,-293.4600,-0.7900,-0.6100,0.4300,33.6800
0.203000,46,1347483,-670.9000,-694.8200,-293.9500,-0.9800,-0.6700,0.4900,33.6400
0.203000,47,1351851,-675.7800,-697.2700,-291.0200,-1.1600,-0.5500,0.9100,33.4900
0.203000,48,1356219,-678.2200,-694.8200,-292.9700,-1.0400,-0.6100,0.8500,33.8800
0.218000,49,1360583,-670.4100,-693.3600,-294.4300,-1.0400,-0.7900,0.9100,33.6400
0.218000,50,1364958,-679.6900,-694.3400,-300.2900,-0.9100,-0.6100,0.9800,33.6800
0.218000,51,1369327,-679.2000,-691.4100,-299.3200,-1.0400,-0.6700,1.1000,33.6800
0.218000,52,1373690,-669.4300,-691.4100,-290.5300,-1.1600,-0.9100,0.9100,33.6400
0.234000,53,1378059,-673.8300,-695.8000,-297.8500,-0.8500,-0.5500,0.9800,33.6400
0.234000,54,1382427,-678.7100,-693.8500,-291.0200,-1.0400,-0.6100,0.6700,33.6800
0.234000,55,1386794,-668.9500,-690.9200,-292.9700,-0.9800,-0.8500,0.5500,33.5900
0.234000,56,1391157,-684.0800,-699.2200,-293.4600,-0.6700,-0.4300,0.3000,33.5900
0.250000,57,1395526,-674.8000,-699.7100,-293.4600,-0.7900,-0.5500,-0.0600,33.3500
0.250000,58,1400038,-672.3600,-692.3800,-287.1100,-1.0400,-0.7900,-0.1800,33.6400
0.250000,59,1404545,-680.6600,-698.7300,-295.9000,-0.6700,-0.6100,-0.5500,33.5900
0.265000,60,1409050,-675.7800,-695.3100,-291.0200,-0.7900,-0.6100,-0.5500,33.6400
0.265000,61,1413550,-670.4100,-694.8200,-293.4600,-0.9100,-0.8500,-0.6100,33.8300
0.265000,62,1418060,-677.7300,-705.0800,-296.3900,-0.5500,-0.7900,-0.4900,33.6400
0.265000,63,1422558,-671.3900,-698.2400,-290.5300,-0.7300,-0.5500,-0.7300,33.6400
0.281000,64,1427063,-664.0600,-693.8500,-287.6000,-0.6700,-0.7300,-0.4900,33.7800
0.281000,65,1431564,-675.7800,-704.5900,-296.8800,-0.5500,-0.4900,-0.1200,33.7800
0.281000,66,1436133,-671.3900,-695.3100,-291.5000,-0.8500,-0.7300,-0.2400,33.7800
0.296000,67,1440691,-663.0900,-692.8700,-292.4800,-0.9100,-0.3700,0.0600,33.4900
0.296000,68,1445075,-676.7600,-700.2000,-298.8300,-0.7900,-0.5500,0.3700,33.4400
0.296000,69,1449450,-669.9200,-694.3400,-290.5300,-0.9800,-0.7900,0.5500,33.6400
0.296000,70,1453834,-666.9900,-693.8500,-291.5000,-1.0400,-0.6700,0.8500,33.6800
0.312000,71,1458200,-681.1500,-705.5700,-297.3600,-0.9100,-0.7300,0.9800,33.4400
0.312000,72,1462570,-673.8300,-694.3400,-288.0900,-0.9100,-0.7900,0.8500,33.6800
0.312000,73,1466946,-671.3900,-692.8700,-294.9200,-0.7900,-0.8500,0.9100,33.8300
0.328000,74,1471327,-676.2700,-699.7100,-293.4600,-0.9100,-0.5500,0.7900,33.6400
0.328000,75,1475693,-670.4100,-693.8500,-291.9900,-1.0400,-0.6700,0.7300,33.6800
0.328000,76,1480070,-667.4800,-694.3400,-290.0400,-0.9100,-0.6100,0.4300,33.8300
0.328000,77,1484436,-684.0800,-699.7100,-297.8500,-0.7300,-0.6100,0.6100,33.4900
0.343000,78,1488816,-673.8300,-693.3600,-289.5500,-1.0400,-0.7900,0.0600,33.4900
0.343000,79,1493189,-673.3400,-694.3400,-292.4800,-0.7300,-0.9800,0.3000,33.6400
0.343000,80,1497561,-677.2500,-701.1700,-298.3400,-0.8500,-0.7900,0.0600,33.8300
0.343000,81,1501938,-673.8300,-689.9400,-289.0600,-0.7900,-0.7900,0.0000,33.8800
0.359000,82,1506333,-673.3400,-692.3800,-295.9000,-0.6700,-0.8500,0.0000,33.7800
0.359000,83,1510713,-680.1800,-703.1200,-294.4300,-0.7900,-0.6700,-0.0600,33.5900
0.359000,84,1515223,-669.9200,-693.8500,-290.5300,-0.7300,-0.7300,-0.4300,33.6400
0.375000,85,1519732,-670.9000,-693.3600,-293.4600,-0.7300,-0.7300,-0.2400,33.6800
0.375000,86,1524244,-679.2000,-697.2700,-296.3900,-0.5500,-0.7300,-0.0600,33.6400
0.375000,87,1528750,-668.9500,-691.8900,-285.6400,-0.9800,-0.7300,-0.1200,33.6400
0.390000,88,1533264,-665.0400,-694.3400,-291.9900,-0.7300,-0.7900,0.1800,33.4900
0.390000,89,1537639,-676.7600,-702.1500,-287.6000,-0.7900,-0.8500,-0.0600,33.5900
0.390000,90,1542154,-673.3400,-695.3100,-289.0600,-1.1000,-0.8500,0.2400,33.6400
0.390000,91,1546531,-672.8500,-700.2000,-295.9000,-0.7900,-0.4900,0.4300,33.7800
0.406000,92,1550898,-678.2200,-697.7500,-295.9000,-0.7900,-0.7300,0.3700,33.5900
0.406000,93,1555274,-668.4600,-691.4100,-289.5500,-0.6100,-0.5500,0.4300,33.4900
0.406000,94,1559651,-673.3400,-699.2200,-292.4800,-0.7900,-0.6100,0.4300,33.4900
0.421000,95,1564023,-676.7600,-699.7100,-293.9500,-0.7900,-0.6100,0.1200,33.6400
0.421000,96,1568392,-666.0200,-695.8000,-292.4800,-0.9800,-0.7300,0.1800,33.6400
0.421000,97,1572768,-676.2700,-696.7800,-291.9900,-0.9800,-0.6100,0.4300,33.7800
0.421000,98,1577142,-674.8000,-699.2200,-288.0900,-0.7900,-0.4900,0.2400,33.7800
0.437000,99,1581511,-675.2900,-695.3100,-287.1100,-0.7900,-0.9100,0.1200,33.8300
0.437000,100,1585883,-676.2700,-698.2400,-290.0400,-0.6100,-0.5500,0.1800,33.4400
0.437000,101,1590386,-678.7100,-698.7300,-291.5000,-0.9800,-0.6700,0.2400,33.7800
0.437000,102,1594888,-672.3600,-695.3100,-285.1600,-0.8500,-0.6700,0.3000,33.7800
0.453000,103,1599396,-675.2900,-694.3400,-290.0400,-0.8500,-0.7900,0.5500,33.6800
0.453000,104,1603901,-677.7300,-697.7500,-292.9700,-0.9800,-0.5500,0.4300,33.7800
0.453000,105,1608410,-669.4300,-696.7800,-287.6000,-0.8500,-0.7900,0.1800,33.6800
0.468000,106,1612923,-673.8300,-699.7100,-293.4600,-0.7300,-0.5500,0.4300,33.6800
0.468000,107,1617429,-675.2900,-697.7500,-294.4300,-0.7900,-0.6700,0.2400,33.3500
0.468000,108,1621944,-670.9000,-691.8900,-292.4800,-0.8500,-0.7300,0.1200,33.4900
0.484000,109,1626455,-676.7600,-703.1200,-292.4800,-0.8500,-0.9100,0.1800,33.4900
0.484000,110,1630975,-678.7100,-693.8500,-291.5000,-0.6700,-0.7900,-0.1200,33.5900
0.484000,111,1635487,-672.3600,-694.8200,-291.9900,-0.4900,-0.6700,-0.1800,33.6800
0.484000,112,1640005,-672.8500,-699.7100,-292.4800,-0.7300,-0.4900,-0.4300,33.5900
0.500000,113,1644515,-671.8700,-695.3100,-290.0400,-1.0400,-0.7900,-0.3000,33.6800
0.500000,114,1649028,-675.2900,-696.7800,-292.9700,-0.7300,-0.7300,-0.6100,33.5900
0.500000,115,1653537,-676.2700,-701.6600,-288.5700,-0.6700,-0.7300,-0.0600,33.3500
0.500000,116,1658058,-670.4100,-694.3400,-290.5300,-0.6100,-0.8500,-0.5500,33.6400
0.515000,117,1662570,-671.8700,-695.3100,-291.9900,-0.9800,-0.4900,-0.1800,33.6800
0.515000,118,1667087,-672.3600,-702.1500,-292.4800,-0.7300,-0.7300,-0.1200,33.8300
0.515000,119,1671598,-667.4800,-692.3800,-291.0200,-0.6100,-0.7900,0.0600,33.6400
0.531000,120,1676109,-674.8000,-701.1700,-294.9200,-1.2200,-0.7900,0.5500,33.8800
0.531000,121,1680620,-676.2700,-698.7300,-293.9500,-0.7300,-0.6700,0.4900,33.4900
0.531000,122,1685136,-666.9900,-694.3400,-288.0900,-1.1000,-0.7900,0.4300,33.6400
0.546000,123,1689639,-678.2200,-695.8000,-293.9500,-0.6100,-0.8500,0.5500,33.7800
0.546000,124,1694149,-679.2000,-695.8000,-294.9200,-0.9800,-0.7900,0.7900,33.4900
0.546000,125,1698654,-671.3900,-697.2700,-287.1100,-0.9800,-1.1000,0.7300,33.6800
0.546000,126,1703168,-683.1100,-702.6400,-298.3400,-0.8500,-0.7900,0.9800,33.6800
0.562000,127,1707669,-674.8000,-692.8700,-291.0200,-1.0400,-0.7900,0.7300,33.7800
0.562000,128,1712181,-670.4100,-696.2900,-292.9700,-0.9800,-0.6100,0.5500,33.7800
0.562000,129,1716682,-682.6200,-699.7100,-295.9000,-0.8500,-0.7900,0.5500,33.6800
0.578000,130,1721197,-670.4100,-690.9200,-294.9200,-1.0400,-0.6700,0.1200,33.8800
0.578000,131,1725701,-676.2700,-691.8900,-293.4600,-0.7300,-0.7900,-0.0600,33.4900
0.578000,132,1730217,-685.0600,-698.2400,-294.9200,-0.7300,-0.7300,0.0000,33.4900
0.578000,133,1734724,-666.5000,-687.9900,-290.0400,-0.7300,-0.7900,-0.1200,33.6400
0.593000,134,1739254,-673.8300,-696.7800,-292.9700,-0.6700,-0.6100,-0.3700,33.6400
0.593000,135,1743764,-678.7100,-703.6100,-295.4100,-0.6700,-0.6700,0.1200,33.8300
0.593000,136,1748275,-672.3600,-690.9200,-288.0900,-1.1000,-0.8500,-0.5500,33.7800
0.609000,137,1752790,-673.3400,-696.2900,-291.5000,-0.9100,-0.8500,0.0600,33.4900
0.609000,138,1757306,-675.2900,-697.2700,-297.3600,-0.6700,-0.7900,0.1800,33.5900
0.609000,139,1761821,-670.4100,-690.9200,-291.9900,-1.0400,-0.6700,0.0600,33.4900
0.609000,140,1766331,-673.3400,-694.3400,-294.9200,-0.9100,-0.7900,0.1200,33.5900
0.625000,141,1770844,-679.2000,-698.7300,-291.0200,-0.9800,-0.6700,0.2400,33.6400
0.625000,142,1775356,-668.9500,-694.8200,-290.5300,-0.9800,-1.0400,0.3700,33.6400
0.625000,143,1779862,-670.4100,-697.2700,-291.0200,-0.7900,-0.5500,0.4300,33.6800
0.640000,144,1784367,-678.7100,-701.6600,-290.5300,-0.7300,-0.9100,0.4300,33.7800
0.640000,145,1788874,-666.9900,-693.8500,-286.6200,-1.0400,-0.5500,0.5500,33.4900
0.640000,146,1793388,-672.3600,-703.6100,-288.0900,-0.8500,-0.6700,0.6700,33.6400
0.640000,147,1797891,-676.2700,-703.1200,-290.5300,-0.7900,-0.7900,0.3000,33.6400
0.656000,148,1802404,-666.0200,-690.4300,-285.1600,-0.9100,-0.7900,0.3700,33.8800
0.656000,149,1806907,-673.8300,-698.7300,-291.0200,-0.6700,-0.7300,0.5500,33.4400
0.656000,150,1811425,-675.2900,-699.2200,-291.0200,-0.8500,-0.9800,0.3700,33.5900
0.671000,151,1815932,-666.0200,-687.9900,-287.1100,-0.7900,-0.6700,0.3700,33.3500
0.671000,152,1820441,-673.3400,-696.2900,-295.9000,-0.8500,-0.7900,0.4900,33.4900
0.671000,153,1824956,-676.2700,-697.2700,-294.4300,-0.6700,-0.6100,0.3000,33.4900
0.671000,154,1829469,-670.4100,-687.9900,-290.0400,-0.9100,-0.7300,0.3000,33.6400
0.687000,155,1833979,-679.2000,-699.2200,-292.4800,-0.6700,-0.4900,0.4300,33.5900
0.687000,156,1838484,-672.3600,-695.3100,-291.0200,-0.9800,-0.7900,0.0600,33.6400
0.687000,157,1842994,-669.4300,-688.9600,-289.0600,-0.9800,-0.7900,0.1200,33.7800
0.703000,158,1847513,-675.2900,-698.7300,-296.3900,-0.8500,-0.6700,0.2400,33.4900
0.703000,159,1852024,-670.4100,-693.8500,-291.5000,-0.9100,-0.6700,0.1200,33.7800
0.703000,160,1856532,-671.3900,-695.3100,-292.4800,-0.9100,-0.8500,0.0600,33.6800
0.718000,161,1861045,-677.2500,-701.6600,-293.9500,-0.7900,-0.7900,0.1200,33.6400
0.718000,162,1865561,-672.3600,-696.2900,-294.4300,-0.8500,-0.7300,0.0600,33.6400
0.718000,163,1870074,-667.4800,-691.4100,-294.4300,-0.9100,-0.7300,0.2400,33.4400
0.718000,164,1874588,-676.2700,-701.1700,-297.3600,-0.7300,-0.9800,0.0600,33.5900
0.734000,165,1879098,-675.2900,-691.8900,-289.5500,-0.9100,-0.7900,0.1200,33.6400
0.734000,166,1883618,-673.8300,-695.8000,-292.9700,-0.7300,-0.7300,0.1800,34.0200
0.734000,167,1888129,-674.3200,-701.6600,-292.9700,-0.9800,-0.4900,0.4300,33.8300
0.750000,168,1892631,-670.9000,-697.7500,-290.0400,-1.1600,-0.7900,0.1200,33.8300
0.750000,169,1897138,-672.3600,-698.2400,-294.9200,-0.9100,-0.7300,0.5500,33.6800
0.750000,170,1901651,-674.8000,-700.6800,-293.9500,-0.9100,-0.7300,0.5500,33.5900
0.750000,171,1906159,-671.3900,-694.3400,-291.0200,-1.1000,-0.7300,0.6100,33.8300
0.765000,172,1910663,-675.7800,-698.2400,-292.9700,-1.0400,-0.7300,0.8500,33.6400
0.765000,173,1915172,-677.2500,-694.8200,-291.0200,-0.9800,-0.7900,0.4300,33.8800
0.765000,174,1919682,-673.3400,-692.3800,-294.4300,-0.9100,-0.7300,0.5500,33.5900
0.781000,175,1924190,-679.6900,-697.2700,-293.9500,-0.7900,-0.4900,0.3000,33.6400
0.781000,176,1928695,-676.2700,-696.7800,-292.9700,-1.1000,-0.8500,0.4900,33.6400
0.781000,177,1933200,-671.8700,-695.3100,-291.9900,-1.0400,-0.5500,0.1800,33.6400
0.781000,178,1937712,-676.2700,-697.7500,-300.2900,-0.6700,-0.4900,-0.0600,33.4900
0.796000,179,1942230,-673.8300,-699.7100,-291.9900,-0.6700,-0.6700,-0.1800,33.6400
0.796000,180,1946748,-672.3600,-700.2000,-295.9000,-1.0400,-0.6700,-0.2400,33.5900
0.796000,181,1951259,-677.2500,-703.6100,-289.0600,-0.7900,-0.6700,0.1200,33.7800
0.812000,182,1955777,-674.3200,-692.8700,-288.5700,-0.8500,-0.6100,-0.1200,33.8300
0.812000,183,1960288,-673.3400,-697.7500,-291.5000,-0.7300,-0.7900,-0.1800,33.3500
0.812000,184,1964806,-670.4100,-699.2200,-293.9500,-0.8500,-0.6100,-0.4300,33.3500
0.812000,185,1969319,-671.3900,-697.2700,-288.0900,-0.9800,-0.7300,-0.1200,33.6800
0.828000,186,1973832,-676.2700,-698.2400,-294.4300,-0.8500,-0.6700,0.0000,33.9700
0.828000,187,1978337,-679.2000,-704.1000,-293.4600,-0.7900,-0.6700,-0.0600,33.7800
0.828000,188,1982864,-670.9000,-698.7300,-290.0400,-0.6700,-0.8500,0.2400,33.6400
0.843000,189,1987377,-673.8300,-700.2000,-291.5000,-0.8500,-0.7900,0.3700,33.8300
0.843000,190,1991884,-675.2900,-704.5900,-291.0200,-0.7900,-0.5500,0.7300,33.5900
0.843000,191,1996386,-667.9700,-695.3100,-288.5700,-1.2800,-0.6100,0.6700,33.5900
0.843000,192,2000897,-678.2200,-700.2000,-292.9700,-0.9800,-0.5500,0.8500,33.5900
0.859000,193,2005403,-676.2700,-699.7100,-291.9900,-1.3400,-0.7300,0.9100,33.6400
0.859000,194,2009917,-672.8500,-692.3800,-295.9000,-1.3400,-0.8500,0.8500,33.6400
0.859000,195,2014428,-674.3200,-698.2400,-295.4100,-1.0400,-0.6700,1.1600,33.4400
0.875000,196,2018941,-674.3200,-696.2900,-299.8000,-1.3400,-0.7900,0.7900,33.6800
0.875000,197,2023452,-675.2900,-690.9200,-291.5000,-0.9800,-0.9100,0.5500,33.6800
0.875000,198,2027967,-676.2700,-698.7300,-294.4300,-0.6100,-0.6100,0.6100,33.8300
0.875000,199,2032472,-676.2700,-693.8500,-294.4300,-0.9800,-0.7300,0.4900,33.8800
0.890000,200,2036982,-667.4800,-694.8200,-290.5300,-1.3400,-0.7900,-0.1200,33.9700
0.890000,201,2041493,-681.1500,-698.2400,-292.4800,-0.7300,-0.6100,0.0600,33.6800
0.890000,202,2046013,-672.8500,-693.3600,-295.9000,-0.6700,-0.5500,-0.1200,33.8800
0.906000,203,2050530,-672.3600,-690.4300,-290.0400,-0.9800,-0.6700,-0.2400,33.8300
0.906000,204,2055043,-682.1300,-702.1500,-294.4300,-0.9100,-0.6700,-0.1200,33.6400
0.906000,205,2059551,-673.3400,-692.8700,-288.5700,-1.1000,-0.7900,-0.1800,33.7800
0.921000,206,2064069,-671.8700,-694.3400,-288.0900,-0.8500,-0.9100,-0.1200,33.3500
0.921000,207,2068579,-676.2700,-704.1000,-293.9500,-0.8500,-0.7900,0.0600,33.6800
0.921000,208,2073090,-671.3900,-697.2700,-291.0200,-0.9100,-0.6100,-0.1800,33.6400
0.921000,209,2077604,-671.3900,-698.2400,-287.1100,-0.9100,-0.7900,0.2400,33.7800
0.937000,210,2082117,-677.7300,-702.6400,-293.9500,-0.9100,-0.6700,0.7300,33.7800
0.937000,211,2086620,-664.5500,-693.8500,-285.1600,-1.1600,-0.8500,0.3000,33.5900
0.937000,212,2091130,-673.8300,-699.2200,-291.9900,-1.2200,-0.7900,0.6100,33.6400
0.953000,213,2095632,-676.7600,-703.6100,-288.5700,-0.8500,-0.7300,0.6100,33.8300
0.953000,214,2100146,-668.4600,-693.3600,-288.0900,-1.1600,-0.8500,0.5500,33.8300
0.953000,215,2104648,-673.3400,-698.7300,-291.9900,-0.8500,-0.9800,0.4900,33.6400
0.953000,216,2109158,-680.1800,-704.5900,-291.0200,-0.7900,-0.7300,0.5500,33.4900
0.968000,217,2113661,-666.9900,-692.3800,-290.5300,-1.1600,-0.8500,0.3000,33.4900
0.968000,218,2118178,-676.2700,-701.6600,-292.4800,-0.9100,-0.5500,0.3700,33.6400
0.968000,219,2122681,-675.7800,-697.7500,-291.9900,-0.4900,-0.4300,0.2400,33.7800
0.984000,220,2127194,-670.9000,-692.8700,-288.5700,-0.8500,-0.7300,-0.1200,33.6800
0.984000,221,2131704,-677.2500,-699.2200,-291.0200,-0.9100,-0.7300,0.1800,33.8800
0.984000,222,2136218,-683.1100,-698.2400,-291.0200,-0.9100,-0.6100,0.1200,33.5900
0.984000,223,2140719,-667.4800,-694.8200,-288.5700,-1.1000,-0.5500,-0.0600,33.4900
1.000000,224,2145313,-672.3600,-694.8200,-288.5700,-0.6100,-0.6700,0.3700,33.6400
1.000000,225,2149837,-679.2000,-700.2000,-291.9900,-0.9800,-0.9800,0.1200,33.6800
1.000000,226,2154336,-665.5300,-689.9400,-289.5500,-0.9800,-0.6100,0.3000,33.5900
1.015000,227,2158841,-681.1500,-696.2900,-293.4600,-1.1000,-0.5500,0.7300,33.8300
1.015000,228,2163349,-678.7100,-698.7300,-288.5700,-1.0400,-0.7900,0.5500,33.6400
1.015000,229,2167862,-671.8700,-691.4100,-289.5500,-1.1000,-0.7300,0.5500,33.5900
1.015000,230,2172368,-672.8500,-698.7300,-293.4600,-0.9100,-0.7900,0.6700,33.6800
1.031000,231,2176878,-680.1800,-700.2000,-291.0200,-0.9100,-0.6100,0.5500,33.6400
1.031000,232,2181380,-667.4800,-689.4500,-293.9500,-1.2200,-0.6700,0.4900,33.6400
1.031000,233,2185888,-674.8000,-699.2200,-295.4100,-0.3000,-0.8500,0.3000,33.7800
1.046000,234,2190403,-677.2500,-698.7300,-294.4300,-0.9800,-0.7300,0.2400,33.5900
1.046000,235,2194908,-674.8000,-690.4300,-288.5700,-1.0400,-0.6700,0.1200,33.4900
1.046000,236,2199418,-679.6900,-699.2200,-298.3400,-0.8500,-0.8500,0.3700,33.4900
1.046000,237,2203930,-675.7800,-697.7500,-292.4800,-0.7900,-0.7900,-0.0600,33.3500
1.062000,238,2208451,-668.9500,-689.4500,-291.0200,-0.9100,-0.8500,-0.3700,33.2500
1.062000,239,2212979,-678.7100,-700.2000,-295.4100,-0.6700,-0.4900,-0.2400,33.6800
1.062000,240,2217487,-674.8000,-697.7500,-289.0600,-0.8500,-0.7300,-0.3700,33.6800
1.078000,241,2222004,-674.3200,-694.8200,-292.9700,-0.9100,-0.6700,-0.4300,33.6400
1.078000,242,2226511,-676.7600,-702.1500,-294.4300,-0.9800,-0.5500,-0.0600,33.6800
1.078000,243,2231027,-669.9200,-697.2700,-286.1300,-0.9800,-0.6100,0.0600,33.4900
1.078000,244,2235536,-668.9500,-693.3600,-288.5700,-0.8500,-0.8500,-0.2400,33.7800
1.093000,245,2240047,-671.3900,-703.1200,-294.4300,-0.6700,-0.6700,0.3700,33.6800
1.093000,246,2244551,-672.8500,-697.2700,-289.0600,-1.1600,-0.6100,0.3700,33.9700
1.093000,247,2249061,-666.5000,-693.3600,-292.4800,-0.8500,-0.6700,0.6700,33.7800
1.109000,248,2253568,-679.2000,-701.6600,-292.4800,-0.8500,-0.6100,0.7300,33.7800
1.109000,249,2258084,-672.3600,-693.8500,-289.0600,-0.9100,-0.6700,0.6700,33.6400
1.109000,250,2262588,-678.2200,-691.8900,-290.5300,-1.0400,-0.4300,0.7900,33.7800
1.125000,251,2267098,-676.7600,-700.6800,-291.9900,-0.7900,-0.4900,0.8500,33.6800
1.125000,252,2271601,-670.9000,-689.9400,-288.5700,-1.0400,-0.7300,0.7300,33.3500
1.125000,253,2276111,-677.7300,-699.2200,-291.5000,-0.9800,-0.6700,0.7900,33.5900
1.125000,254,2280614,-674.3200,-694.8200,-290.0400,-0.8500,-0.4300,0.4900,33.4900
1.140000,255,2285122,-671.8700,-691.4100,-291.5000,-1.1000,-0.6100,0.4300,33.6400
1.140000,256,2289625,-677.2500,-699.7100,-293.4600,-0.9800,-0.5500,0.2400,33.9700
1.140000,257,2294137,-676.7600,-693.8500,-292.4800,-0.8500,-0.6100,0.3000,33.8300
1.156000,258,2298640,-671.3900,-694.3400,-292.9700,-0.8500,-0.7300,-0.3000,33.6400
1.156000,259,2303155,-677.2500,-699.2200,-291.5000,-0.7300,-0.7300,0.0600,33.5900
1.156000,260,2307661,-673.3400,-695.8000,-291.0200,-0.9100,-0.6700,-0.1200,33.4900
1.156000,261,2312185,-675.2900,-692.8700,-292.9700,-0.6700,-0.4300,-0.2400,33.8300
1.171000,262,2316692,-677.2500,-700.2000,-295.4100,-0.7900,-0.6700,-0.0600,33.6800
1.171000,263,2321206,-671.8700,-694.8200,-291.0200,-0.7900,-0.7300,-0.3700,33.6800
1.171000,264,2325723,-672.8500,-694.3400,-290.5300,-0.6700,-0.5500,-0.2400,33.6800
1.187000,265,2330239,-674.8000,-696.2900,-287.6000,-0.8500,-0.5500,0.1200,33.5900
1.187000,266,2334743,-672.8500,-694.3400,-290.5300,-0.9800,-0.7300,0.1800,33.7800
1.187000,267,2339252,-670.4100,-699.2200,-294.4300,-0.7900,-0.9800,0.1800,33.6800
1.187000,268,2343756,-675.7800,-700.2000,-294.9200,-0.9800,-0.6100,0.7300,33.6400
1.203000,269,2348272,-676.2700,-697.2700,-291.9900,-0.9800,-0.8500,0.4300,33.6400
