seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,22820382,-725.59,-20.02,-684.08,-2.26,-2.68,-1.52,30.86
1,22824450,-726.07,-26.86,-682.62,-1.52,-1.95,-0.79,30.62
2,22828499,-726.56,-19.04,-686.52,-1.52,-1.95,-0.79,30.62
3,22832549,-725.59,-22.95,-692.38,-1.71,-0.12,-0.79,30.95
4,22836598,-726.07,-22.46,-685.55,-1.34,-1.28,-0.61,30.86
5,22840648,-727.54,-22.95,-691.41,-0.91,-1.34,-0.30,31.05
6,22844697,-727.54,-26.37,-692.38,-0.79,-1.71,0.06,30.81
7,22848752,-727.54,-26.37,-692.38,-0.67,-2.26,0.24,30.62
8,22852806,-722.17,-24.41,-685.55,-0.79,-1.89,0.24,30.95
9,22856855,-721.68,-21.00,-686.04,-0.73,-1.22,0.24,30.86
10,22860905,-724.12,-21.48,-686.52,-0.73,-1.59,0.18,30.62
11,22864962,-727.54,-23.93,-686.52,-0.61,-1.65,0.06,30.95
12,22870800,-725.59,-21.48,-690.43,-0.37,-1.34,0.24,30.95
13,22874850,-725.10,-22.46,-682.13,-0.55,-2.01,0.24,30.95
14,22878899,-723.14,-18.55,-688.48,-0.37,-1.46,0.49,30.86
15,22882956,-723.14,-25.39,-690.92,-0.18,-1.04,0.18,30.81
16,22887006,-722.66,-20.51,-686.52,0.43,-0.98,0.73,31.05
17,22892800,-726.56,-24.90,-685.55,0.37,-0.43,0.55,30.86
18,22896850,-726.07,-22.95,-686.04,0.18,-0.18,0.55,31.14
19,22900899,-728.03,-19.53,-685.55,0.00,-0.30,0.79,31.00
20,22904956,-723.14,-25.39,-685.55,0.24,0.43,0.67,30.62
21,22909006,-728.52,-25.88,-687.99,0.12,0.37,0.85,30.52
22,22914800,-722.17,-21.00,-682.13,-0.06,0.12,0.43,30.86
23,22918850,-725.59,-22.95,-688.96,0.12,0.49,0.85,30.71
24,22922899,-727.54,-22.46,-689.45,0.06,0.49,0.43,31.05
25,22926956,-722.66,-21.00,-684.08,0.06,-0.12,0.79,31.24
26,22931006,-721.68,-28.81,-688.48,0.30,-0.06,1.16,31.05
27,22936800,-721.19,-24.41,-689.45,0.43,-0.30,0.73,30.95
28,22940850,-728.03,-25.39,-687.50,0.67,-0.85,1.52,30.62
29,22944899,-726.56,-21.00,-687.50,0.55,-0.91,1.22,31.14
30,22948956,-727.05,-22.95,-688.96,0.43,-1.10,1.10,30.81
31,22953006,-721.68,-23.44,-687.50,0.73,-2.01,1.16,30.95
32,22958800,-729.00,-21.48,-689.94,0.79,-1.83,1.59,30.81
33,22962850,-722.66,-27.83,-687.50,0.55,-1.77,1.34,30.67
34,22966899,-717.77,-22.95,-683.59,0.49,-2.26,1.16,31.00
35,22970956,-725.10,-23.93,-680.18,0.24,-1.59,1.16,31.00
36,22975006,-728.03,-22.95,-687.01,0.06,-1.83,0.67,30.67
37,22980800,-722.66,-21.97,-686.04,-0.18,-1.34,0.30,30.67
38,22984850,-726.07,-23.93,-687.50,-0.43,-1.10,0.30,30.86
39,22988899,-727.54,-25.39,-685.55,-0.43,-1.10,0.30,30.81
40,22992956,-723.63,-23.44,-682.62,-0.55,-1.10,0.18,30.62
41,22997006,-727.05,-21.00,-687.99,-0.73,-0.98,0.49,30.81
42,23002800,-722.17,-23.44,-689.45,-0.73,-1.34,0.00,30.67
43,23006850,-723.63,-19.53,-687.50,-0.49,-1.52,0.18,30.86
44,23010899,-728.52,-22.46,-691.41,-0.91,-1.28,0.37,30.86
45,23014956,-728.03,-22.46,-687.99,-1.04,-1.89,0.12,30.81
46,23019006,-724.12,-25.88,-700.68,-1.22,-4.02,0.00,30.62
47,23024800,-725.10,-23.44,-679.20,-0.37,-7.26,0.06,31.05
48,23028850,-724.12,-23.93,-675.78,-0.85,-2.07,0.18,31.00
49,23032899,-729.98,-20.51,-689.94,-1.65,-2.32,-0.24,31.00
50,23036956,-730.47,-22.95,-683.11,-1.28,-3.96,-0.06,30.81
51,23042800,-726.56,-24.41,-685.06,-2.07,-4.27,-0.12,30.86
52,23046850,-729.00,-21.00,-681.15,-1.46,-2.93,-0.12,30.86
53,23050899,-727.54,-20.51,-683.59,-1.83,-3.11,-0.49,31.05
54,23054956,-727.05,-22.95,-681.15,-2.01,-2.50,-1.04,30.67
55,23059006,-731.45,-18.55,-678.22,-3.11,-1.77,-1.95,31.05
56,23063055,-730.47,-20.51,-687.50,-4.15,-2.74,-3.35,30.62
57,23068800,-731.45,-21.00,-686.04,-5.85,-4.45,-5.12,30.86
58,23072850,-730.96,-22.46,-687.01,-7.32,-7.44,-6.89,30.86
59,23076899,-725.10,-25.88,-676.27,-7.62,-7.07,-6.77,30.67
60,23080956,-729.98,-31.25,-679.20,-7.20,-3.41,-6.22,30.95
61,23086800,-727.05,-23.44,-688.96,-6.83,-3.23,-5.73,31.14
62,23090850,-724.12,-26.37,-686.52,-5.67,-4.76,-4.63,30.67
63,23094899,-723.63,-29.79,-689.94,-2.99,-4.76,-1.83,31.00
64,23098956,-735.35,-18.55,-689.45,-2.50,-6.28,-1.40,31.05
65,23103006,-731.93,-22.95,-686.04,-3.78,-8.41,-2.87,30.95
66,23108800,-730.96,-24.41,-679.69,-4.82,-8.41,-3.17,31.00
67,23112850,-722.17,-24.41,-687.50,-1.77,-8.60,-0.85,30.86
68,23116899,-729.49,-23.44,-689.94,-1.52,-10.98,-0.67,30.86
69,23120956,-729.00,-21.48,-686.04,-2.20,-13.78,-1.04,30.67
70,23125006,-726.56,-25.88,-676.76,-3.41,-14.70,-2.56,30.86
71,23130800,-729.00,-30.27,-676.27,-3.23,-11.04,-2.68,31.05
72,23134850,-731.45,-18.55,-685.06,-6.22,-9.02,-4.94,31.00
73,23138899,-750.00,-32.23,-669.43,-3.54,-9.45,-2.80,31.00
74,23142956,-731.45,-24.41,-669.92,-1.04,-11.04,-0.24,30.67
75,23147006,-731.45,-19.53,-679.69,-0.61,-10.49,0.00,30.95
76,23152800,-729.49,-24.41,-685.06,-0.55,-12.74,0.37,30.95
77,23156850,-595.21,-31.74,-775.88,-0.55,-9.21,0.12,31.00
78,23160899,-523.93,-41.99,-827.15,0.79,14.02,4.15,30.81
79,23164956,-708.98,-4.88,-701.66,4.94,23.60,4.88,31.05
80,23169006,-730.96,-3.91,-664.06,-15.55,22.99,-11.10,30.86
81,23174800,-782.23,-41.02,-622.07,-4.70,5.12,-3.78,31.00
82,23178850,-919.92,-30.76,-583.50,12.50,5.67,13.84,30.81
83,23182899,-802.25,34.67,-595.70,8.54,-14.51,8.60,30.86
84,23186956,-641.11,-14.16,-722.17,-1.40,-4.82,-0.55,30.86
