seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,73294722,-541.50,-854.98,65.92,-0.49,-0.37,3.54,34.64
1,73298790,-543.46,-859.37,68.36,-0.49,-0.37,3.54,34.64
2,73302839,-542.97,-859.86,60.06,-1.83,-0.91,1.40,34.40
3,73306889,-542.97,-865.72,57.13,-1.22,-0.55,0.98,34.40
4,73310938,-542.97,-865.72,57.13,-0.67,-0.49,0.61,34.55
5,73314992,-541.50,-855.96,64.94,-1.04,-1.10,0.30,34.31
6,73319041,-544.43,-859.37,63.96,-1.22,-0.98,0.43,34.40
7,73323091,-536.62,-865.23,58.11,-1.22,-1.04,0.85,34.64
8,73327140,-532.23,-858.40,60.55,-1.40,-0.55,1.10,34.50
9,73331190,-533.69,-865.72,58.11,-1.28,-0.61,2.07,34.21
10,73335239,-534.18,-870.12,59.57,-0.91,-0.73,2.93,34.50
11,73340799,-536.62,-863.28,64.94,-1.10,-0.61,3.48,34.50
12,73344848,-536.13,-858.89,57.62,-1.52,-0.49,4.15,34.50
13,73348898,-535.16,-861.33,61.52,-1.65,-0.37,4.57,34.36
14,73352955,-541.50,-863.28,60.06,-1.34,-0.24,4.45,34.50
15,73358799,-540.04,-855.96,58.59,-1.28,-0.49,4.82,34.40
16,73362848,-544.43,-861.82,54.69,-1.22,-0.43,4.33,34.55
17,73366898,-545.41,-864.26,60.06,-0.98,-0.24,3.90,34.69
18,73370955,-539.55,-854.00,58.11,-0.98,-0.55,3.11,34.50
19,73375005,-539.06,-860.35,55.18,-1.10,-0.55,2.44,34.64
20,73380799,-546.88,-860.84,59.08,-0.85,-0.49,2.07,34.36
21,73384848,-547.85,-856.45,62.01,-0.91,-0.85,0.79,34.69
22,73388898,-542.97,-856.45,61.04,-1.22,-0.79,0.61,34.64
23,73392955,-545.90,-859.86,62.01,-1.46,-0.61,0.43,34.36
24,73397005,-541.02,-861.33,60.06,-1.59,-0.49,0.18,34.64
25,73402799,-538.57,-860.84,57.62,-1.83,-0.73,0.37,34.40
26,73406848,-534.67,-862.30,42.97,-0.61,0.12,1.52,34.40
27,73410898,-563.96,-855.96,44.43,2.07,0.24,1.16,34.69
28,73414955,-562.01,-851.07,64.94,2.68,-1.77,-2.01,34.40
29,73419005,-563.96,-842.29,78.61,0.06,-1.52,-6.83,34.50
30,73424799,-556.64,-852.54,70.80,-2.62,-2.32,-10.49,34.64
31,73428848,-534.18,-862.79,53.22,-2.93,-1.83,-11.28,34.55
32,73432898,-527.83,-866.21,47.85,-1.22,-1.34,-9.82,34.64
33,73436955,-531.74,-868.65,51.76,0.24,-2.38,-8.29,34.36
34,73441005,-536.13,-863.77,66.41,0.67,-1.89,-7.01,34.55
35,73446799,-545.41,-859.86,72.27,-1.40,-1.59,-7.13,34.64
36,73450848,-530.27,-861.82,63.96,-3.29,-1.71,-6.71,34.40
37,73454898,-518.07,-877.93,64.45,-4.21,-1.83,-4.21,34.40
38,73458955,-519.04,-874.51,58.59,-5.67,-0.85,-1.52,34.55
39,73464799,-520.02,-867.68,55.18,-3.41,0.98,1.83,34.64
40,73468848,-523.44,-873.54,45.90,-4.45,-0.91,5.24,34.64
41,73472898,-526.86,-875.49,75.68,-1.89,0.61,8.29,34.31
42,73476955,-527.83,-853.03,56.64,-2.99,3.35,10.73,34.64
43,73481005,-528.32,-863.28,104.98,-6.16,-0.67,11.40,34.36
44,73486799,-587.40,-838.38,96.68,-6.59,2.20,11.95,34.31
45,73490848,-494.63,-881.35,55.18,-7.26,2.20,15.55,34.50
