seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,289535773,-473.63,-621.58,-646.48,-1.46,0.43,0.49,35.75
1,289539835,-470.21,-620.61,-650.88,-0.79,0.24,0.18,35.60
2,289543884,-473.14,-621.09,-646.97,-0.79,0.24,0.18,35.60
3,289547942,-469.24,-624.51,-648.44,-0.18,-0.06,0.67,35.75
4,289551991,-469.24,-624.51,-648.44,-0.24,-0.43,0.79,35.89
5,289556040,-472.66,-621.58,-643.55,-0.12,-0.67,0.67,35.98
6,289560089,-476.56,-623.54,-646.00,-0.85,-0.73,0.98,35.79
7,289564138,-471.19,-623.54,-646.97,-1.10,-0.06,0.49,35.89
8,289568188,-469.73,-621.58,-646.48,-1.10,0.30,0.67,35.60
9,289572237,-468.75,-620.12,-639.16,-1.34,0.61,0.73,35.79
10,289576287,-479.00,-623.05,-638.67,-1.46,0.91,1.04,35.70
11,289580336,-471.68,-621.58,-640.62,-1.71,0.98,1.10,35.79
12,289585787,-476.07,-623.05,-638.18,-2.07,0.91,1.04,36.22
13,289589836,-472.17,-618.16,-634.28,-2.26,0.61,0.91,36.08
14,289593885,-465.82,-621.09,-636.23,-2.56,0.49,1.04,35.94
15,289597944,-469.24,-620.61,-636.72,-2.13,0.43,1.04,35.60
16,289603787,-476.07,-621.09,-634.77,-2.07,-0.06,1.16,35.79
17,289607836,-473.63,-624.51,-635.25,-2.01,-0.49,1.28,35.79
18,289611885,-473.63,-624.51,-632.32,-1.65,-0.55,1.28,35.89
19,289615944,-468.26,-619.14,-644.53,-1.77,-0.24,1.28,35.94
20,289619993,-464.36,-622.07,-636.23,-1.77,0.18,1.10,35.79
21,289625787,-465.33,-625.98,-631.84,-2.26,0.18,1.22,35.94
22,289629836,-468.26,-625.98,-633.79,-2.44,0.00,0.98,35.75
23,289633885,-467.29,-626.46,-640.62,-2.26,-0.30,0.61,35.55
24,289637944,-467.77,-622.56,-638.18,-2.01,-0.12,0.67,36.13
25,289641993,-468.26,-627.44,-640.62,-1.28,0.18,0.43,35.75
26,289647787,-472.17,-622.07,-638.18,-0.73,-0.06,0.61,35.79
27,289651836,-469.24,-621.09,-637.70,-0.30,-0.61,0.73,35.79
28,289655885,-465.33,-619.63,-638.67,-0.06,-0.85,1.16,35.79
