seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,254899267,-711.91,-583.01,-441.41,1.71,-3.11,-1.59,34.64
1,254903329,-707.03,-577.64,-444.34,0.67,-0.91,-2.20,34.74
2,254907378,-700.68,-572.27,-446.29,0.49,0.30,-2.13,34.40
3,254911427,-707.52,-571.78,-447.75,0.30,1.46,-2.26,34.50
4,254917787,-705.08,-581.54,-447.27,0.43,2.07,-2.20,34.21
5,254921836,-702.64,-579.10,-446.78,0.30,2.20,-2.07,34.40
6,254925885,-703.12,-575.20,-442.87,-0.06,1.46,-1.83,34.69
7,254929944,-699.22,-574.22,-445.31,-0.43,0.12,-1.04,34.55
8,254933993,-693.85,-576.66,-452.64,0.24,-0.30,-0.55,34.16
9,254938042,-699.71,-577.64,-448.73,0.91,-0.55,0.12,34.40
10,254942091,-700.68,-580.08,-448.24,1.52,-1.71,0.79,34.40
11,254947787,-703.61,-579.10,-447.27,1.71,-1.52,1.16,34.55
12,254951836,-706.05,-585.45,-436.04,0.98,-1.71,0.91,34.74
13,254955885,-708.50,-579.59,-435.55,0.55,-1.52,0.85,34.40
14,254959944,-706.54,-578.12,-434.57,-0.12,-0.67,0.37,34.55
15,254965787,-702.64,-578.61,-431.64,-0.43,-0.06,0.37,34.50
16,254969836,-705.08,-583.01,-432.13,-0.24,0.98,0.30,34.55
17,254973885,-702.64,-585.45,-432.13,0.12,1.89,-0.06,34.64
18,254977944,-705.08,-587.40,-427.25,0.67,2.32,-0.67,34.74
19,254981993,-701.17,-578.61,-425.29,0.67,2.20,-0.85,34.69
20,254987787,-707.03,-579.10,-425.78,1.22,1.28,-0.98,34.50
21,254991836,-704.59,-579.59,-431.64,1.59,0.12,-1.16,34.21
22,254995885,-697.27,-579.10,-440.92,1.71,-1.16,-1.10,34.64
23,254999944,-703.61,-570.31,-435.55,2.20,-1.95,-0.79,34.64
24,255003993,-702.15,-572.75,-426.76,2.62,-1.59,0.12,34.40
25,255009787,-712.89,-579.59,-422.85,2.56,-2.01,0.00,34.50
26,255013836,-714.84,-582.52,-431.15,1.65,-2.68,-0.55,34.40
27,255017885,-704.59,-583.01,-437.01,1.34,-2.62,-0.30,34.40
28,255021944,-703.12,-583.98,-434.08,0.98,-2.13,-0.12,34.55
29,255025993,-708.50,-581.54,-429.20,0.24,-1.28,-0.30,34.21
30,255031787,-707.03,-581.05,-433.59,-0.67,0.06,-0.43,34.40
31,255035836,-703.61,-583.50,-443.85,-1.46,1.46,-0.73,34.40
32,255039885,-696.29,-587.40,-438.48,-1.77,2.07,-0.55,34.40
33,255043944,-700.20,-580.08,-443.85,-1.83,2.38,-0.61,34.50
34,255047993,-699.71,-578.12,-441.89,-1.65,2.13,-0.30,34.40
35,255053787,-697.75,-577.15,-443.85,-1.22,2.26,-0.43,34.64
36,255057836,-697.75,-584.47,-438.96,-0.49,1.34,-0.18,34.64
37,255061885,-697.27,-583.50,-439.94,0.06,0.79,-0.49,34.83
38,255065944,-696.78,-583.98,-444.82,0.30,0.37,-0.55,34.64
39,255069993,-692.87,-572.27,-447.27,1.28,-0.43,-0.43,34.50
40,255075787,-696.78,-580.57,-445.31,1.83,-0.91,-0.24,34.40
41,255079836,-701.17,-582.52,-441.41,2.56,-1.10,-0.43,34.40
42,255083885,-699.22,-589.84,-437.01,2.93,-1.46,-0.49,34.50
43,255087944,-696.78,-586.91,-438.48,3.05,-1.71,-0.61,34.69
44,255091993,-695.31,-577.15,-441.41,3.11,-1.46,-0.55,34.64
45,255097787,-692.87,-582.03,-439.45,2.93,-0.98,-0.43,34.64
46,255101836,-697.75,-584.47,-443.36,2.50,-0.73,0.00,34.40
47,255105885,-699.71,-588.38,-439.94,1.89,-0.85,-0.43,34.31
48,255109944,-698.24,-583.50,-437.01,0.91,-0.43,-0.24,34.64
49,255113993,-698.73,-587.40,-438.48,0.18,-0.12,-0.30,34.69
50,255119787,-700.20,-586.43,-440.43,-0.43,-0.06,-0.61,34.64
51,255123836,-700.20,-583.50,-442.87,-0.30,0.24,-1.04,34.64
52,255127885,-697.75,-582.03,-444.34,-0.30,0.37,-0.73,34.36
53,255131944,-698.24,-583.98,-447.27,0.61,0.67,-0.30,34.69
54,255135993,-700.20,-583.01,-440.43,1.04,0.49,-0.06,34.64
55,255141787,-702.15,-581.05,-438.96,1.04,0.43,0.12,34.40
56,255145836,-696.78,-583.01,-439.45,0.30,0.18,0.43,34.64
