seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,70848585,555.18,-802.73,-112.30,-0.30,6.95,0.55,35.07
1,70852649,496.58,-791.99,-98.14,-2.62,13.60,6.83,35.07
2,70856699,496.58,-791.99,-98.14,-2.80,-6.34,5.43,35.17
3,70860753,603.52,-888.67,-173.83,-0.43,-3.90,1.65,34.69
4,70864807,573.73,-844.24,-155.76,-1.10,2.13,-3.05,35.22
5,70868856,569.82,-803.71,-148.44,0.55,1.52,-2.38,35.17
6,70872905,562.50,-806.64,-154.79,-0.91,0.06,1.71,35.17
7,70876961,562.99,-838.38,-161.62,-2.87,0.00,3.17,34.93
8,70882798,572.75,-847.17,-158.69,-2.80,-0.98,1.46,35.03
9,70886847,579.10,-838.87,-155.27,-2.38,-0.91,1.59,35.07
10,70890897,562.99,-839.36,-158.69,-2.74,-2.01,0.91,35.22
11,70894954,554.20,-837.89,-156.25,-2.74,-2.50,0.00,35.07
12,70899003,559.57,-825.68,-146.48,-3.05,-2.74,-0.37,35.07
13,70904798,573.73,-818.85,-144.53,-3.66,-3.35,0.79,35.22
14,70908847,580.57,-833.01,-147.46,-4.39,-3.54,2.56,35.03
15,70912897,578.12,-839.84,-143.55,-4.09,-2.50,2.32,34.83
16,70916954,559.08,-830.57,-135.25,-3.35,-2.50,1.10,35.22
17,70921003,551.27,-823.24,-134.28,-2.50,-3.60,0.49,35.46
18,70926798,551.27,-822.27,-130.37,-1.52,-4.70,1.10,35.07
19,70930847,562.99,-841.80,-130.37,-1.16,-4.63,-0.18,35.46
20,70934897,566.41,-843.75,-139.16,0.24,-3.78,-1.89,35.36
21,70938954,573.73,-827.64,-143.07,0.49,-2.50,-2.56,35.17
22,70943003,578.61,-815.43,-137.21,0.85,-1.52,-0.67,35.17
23,70948798,586.43,-833.98,-136.23,0.91,-0.79,1.71,35.17
24,70952847,592.77,-857.91,-129.88,0.79,1.89,-1.10,35.22
25,70956897,586.91,-840.82,-137.70,1.52,3.96,-2.74,34.83
26,70960954,580.08,-835.45,-136.23,2.44,5.06,-3.11,35.07
27,70965003,589.84,-840.33,-135.74,3.23,5.98,-2.62,35.22
28,70970798,578.12,-831.54,-140.62,3.90,7.38,-3.66,35.17
29,70974847,550.29,-818.85,-132.81,4.15,7.20,-3.05,35.60
30,70978897,535.64,-829.10,-124.51,4.45,5.61,-2.07,35.07
31,70982954,546.39,-832.52,-127.44,4.88,2.56,-3.54,35.07
32,70987003,551.27,-825.20,-130.86,6.71,1.71,-5.37,35.03
33,70992798,541.50,-801.27,-138.18,8.23,1.34,-5.98,35.17
34,70996847,545.90,-803.22,-145.02,9.94,0.98,-4.76,35.17
35,71000897,561.52,-799.32,-144.53,9.09,1.16,-4.33,35.22
36,71004954,572.27,-785.64,-139.16,7.13,2.56,-1.83,35.27
37,71009003,574.22,-788.09,-130.86,4.88,2.50,2.44,35.22
38,71014798,564.45,-822.27,-132.32,3.72,0.49,3.48,35.22
39,71018847,568.36,-839.84,-128.42,4.51,-1.28,0.67,34.93
40,71022897,567.87,-855.47,-125.98,6.28,-1.95,-1.52,34.88
41,71026954,595.21,-836.91,-145.51,8.90,-3.11,-4.39,35.07
42,71031003,590.33,-816.41,-138.18,9.15,2.74,-3.54,34.93
43,71036798,578.12,-811.04,-130.37,8.11,3.66,-1.10,35.07
44,71040847,586.43,-835.94,-127.93,7.32,1.89,0.55,35.36
45,71044897,609.38,-856.93,-145.02,7.93,2.68,-0.12,35.07
46,71048954,602.05,-864.26,-135.25,9.33,3.96,-2.20,34.93
47,71053003,616.70,-845.21,-189.94,13.48,8.48,-6.46,35.17
48,71058798,557.13,-848.63,-128.42,12.50,-9.02,-8.72,35.07
49,71062847,643.07,-788.09,-127.93,7.93,13.60,-1.95,35.07
50,71066897,582.52,-833.50,-81.05,6.71,3.84,-0.24,35.22
51,71070954,604.98,-861.33,-118.16,7.80,-1.22,-1.22,34.88
52,71075003,590.82,-881.84,-137.70,9.27,1.10,-4.09,35.27
53,71080798,560.06,-854.00,-122.07,11.28,-5.49,-9.02,34.83
54,71084847,558.59,-810.06,-132.32,11.65,-11.28,-7.38,35.17
55,71088897,563.48,-807.62,-136.23,9.63,-13.35,-6.04,35.07
56,71092954,565.43,-826.66,-134.77,8.48,-15.61,-5.12,35.07
57,71098798,583.98,-847.66,-150.39,10.24,-14.82,-8.60,35.22
58,71102847,612.79,-795.41,-175.78,5.85,-11.95,-8.23,35.27
59,71106897,604.98,-808.11,-164.06,6.10,-5.79,-4.27,34.93
60,71110954,590.33,-848.63,-158.69,6.59,-3.60,-3.78,35.07
61,71115003,596.68,-840.33,-170.41,7.99,0.91,-6.10,35.07
62,71120798,592.29,-800.78,-177.73,5.30,6.65,-6.77,35.22
63,71124847,585.94,-760.25,-137.70,1.10,9.45,-1.65,35.22
64,71128897,574.71,-794.92,-120.12,-2.26,7.13,1.40,34.69
65,71132954,571.29,-818.85,-118.65,-4.45,6.89,1.22,35.07
66,71137003,578.12,-825.68,-125.00,-3.72,6.22,0.37,35.46
67,71142798,582.52,-808.59,-124.51,-3.11,5.61,-0.37,35.22
68,71146847,572.75,-819.34,-109.86,-1.22,3.23,0.30,35.17
69,71150897,556.64,-834.96,-103.52,0.12,0.18,-0.79,34.93
70,71154954,556.64,-834.47,-102.05,1.77,-3.35,-3.05,35.07
71,71159003,582.03,-832.03,-103.52,3.48,-5.30,-5.85,35.07
72,71164798,595.70,-829.10,-113.77,3.54,-4.76,-7.74,35.36
73,71168847,579.59,-825.68,-116.70,4.21,-3.90,-6.46,35.07
74,71172897,574.22,-826.66,-119.63,5.43,-4.45,-5.30,34.74
75,71176954,580.08,-831.05,-126.95,6.10,-4.45,-5.61,35.27
76,71181003,590.33,-838.38,-129.88,7.07,-2.44,-6.77,35.03
77,71186798,591.80,-828.61,-125.00,7.38,-0.49,-8.41,35.03
78,71190847,565.92,-792.48,-138.18,7.68,2.44,-7.07,35.22
79,71194897,544.92,-784.18,-126.46,6.95,2.32,-4.02,35.07
80,71198954,537.60,-794.92,-120.61,6.40,1.22,-0.61,35.17
81,71203003,542.48,-803.71,-116.21,5.73,-1.04,0.49,35.22
82,71208798,557.62,-816.41,-121.09,6.16,-3.05,0.30,35.07
83,71212847,585.45,-826.66,-112.30,9.27,-3.29,-1.04,35.22
84,71216897,602.54,-825.68,-118.16,10.43,-3.48,-2.99,35.17
85,71220954,626.46,-833.98,-123.54,13.84,-1.28,-3.11,34.88
86,71225003,638.18,-829.59,-116.21,15.24,8.17,-4.70,35.03
87,71230798,625.98,-828.12,-123.05,16.40,15.06,-5.79,35.17
88,71234847,592.29,-811.52,-132.32,15.73,25.12,-6.28,35.22
89,71238897,552.73,-779.79,-122.07,13.96,29.57,-6.89,35.27
90,71242954,519.53,-777.83,-127.44,11.83,31.40,-3.96,34.88
91,71247003,498.54,-775.39,-124.51,7.80,30.18,-2.87,35.46
92,71252798,493.65,-783.69,-111.82,5.06,26.34,-3.41,35.17
93,71256847,504.39,-781.25,-110.35,4.82,17.99,-2.87,35.07
94,71260897,507.32,-800.29,-105.47,4.09,13.29,-2.93,35.17
95,71264954,504.88,-812.01,-111.82,4.09,4.63,-4.57,34.93
96,71269003,526.86,-824.22,-138.18,5.43,-1.16,-5.06,35.22
97,71274798,537.11,-831.05,-150.88,6.46,-3.11,-7.56,35.22
98,71278847,570.80,-806.64,-132.32,8.29,-2.56,-7.99,35.17
99,71282897,571.78,-781.25,-110.84,7.56,-1.71,-5.55,35.07
100,71286954,565.92,-775.39,-99.61,5.85,-2.99,-1.04,35.46
101,71291003,552.25,-786.62,-100.10,2.50,-4.21,2.44,35.17
102,71296798,559.08,-803.71,-101.56,0.12,-4.94,5.30,35.41
103,71300847,585.94,-852.05,-110.84,-0.85,-3.84,4.70,35.41
104,71304897,594.73,-853.03,-120.12,0.55,-2.62,2.44,34.93
105,71308954,588.87,-834.47,-108.40,2.62,-0.37,0.30,35.46
106,71314798,585.45,-819.82,-100.59,3.41,0.18,0.30,35.46
107,71318847,594.24,-831.54,-102.05,3.05,0.24,1.22,35.46
108,71322897,605.47,-836.43,-103.52,2.20,0.73,0.85,35.17
109,71326954,605.96,-833.98,-104.00,1.71,1.16,0.37,35.07
110,71331003,604.98,-835.45,-95.21,1.52,2.56,0.30,35.22
111,71335053,592.29,-840.33,-84.47,1.95,2.26,0.24,35.22
112,71340798,604.49,-846.68,-78.61,2.93,1.52,0.00,35.22
113,71344847,608.40,-854.00,-86.91,4.57,2.13,-1.28,35.17
114,71348897,605.96,-853.03,-90.82,5.24,2.26,-2.20,35.03
