seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,29729557,-339.84,-960.45,29.79,-1.10,-0.85,-0.73,34.40
1,29733620,-316.41,-967.77,19.53,-3.29,-1.28,-4.33,34.64
2,29737670,-316.41,-967.77,19.53,-2.87,-0.79,-3.11,34.40
3,29741719,-295.90,-978.52,9.28,-0.49,-0.79,0.18,34.36
4,29745773,-305.66,-970.70,21.97,1.34,0.49,4.51,34.40
5,29749826,-334.47,-963.38,22.95,1.34,0.61,5.49,34.50
6,29753876,-354.98,-952.15,36.13,0.30,-1.52,2.01,34.40
7,29757925,-351.56,-950.20,35.64,-2.80,-2.50,-3.17,34.21
8,29763803,-326.17,-963.38,19.53,-4.02,-1.46,-4.88,34.64
9,29767852,-304.20,-975.59,13.18,-2.13,-1.16,-2.26,34.31
10,29771901,-313.48,-971.68,14.16,-0.61,-0.55,1.22,34.55
11,29775959,-322.75,-964.36,15.14,-0.12,-1.10,2.68,34.50
12,29780008,-326.17,-963.87,19.53,0.73,-0.12,2.93,34.40
13,29785803,-331.54,-957.52,28.81,0.00,-0.18,1.77,34.12
14,29789852,-339.84,-958.50,28.32,-1.10,-0.49,-0.30,34.50
15,29793901,-325.68,-962.40,32.71,-1.40,-0.91,-1.95,34.40
16,29797959,-319.34,-962.89,23.44,-1.89,-0.61,-1.71,34.50
17,29802008,-317.38,-970.21,19.53,-1.16,-0.61,-0.30,34.40
18,29807803,-319.34,-967.77,25.88,-0.18,-0.67,0.98,34.64
19,29811852,-329.59,-968.26,24.90,-0.49,-0.37,1.46,34.50
20,29815901,-328.12,-959.96,22.46,-0.49,-0.61,0.73,34.50
21,29819959,-329.10,-960.94,31.25,-1.40,-0.98,-0.85,34.69
22,29825803,-328.12,-961.91,25.39,-2.32,-1.16,-1.71,34.88
23,29829852,-321.29,-968.26,25.39,-1.77,-1.46,-2.13,34.55
24,29833901,-322.27,-969.24,30.27,-1.65,-1.28,-0.98,34.64
25,29837959,-314.45,-976.07,16.60,-0.49,-0.37,0.18,34.50
26,29842008,-320.31,-967.29,23.44,0.43,-0.43,2.44,34.50
27,29846057,-307.13,-974.61,20.02,2.38,1.71,3.78,34.36
28,29851803,-309.08,-977.05,17.09,3.96,2.93,7.74,34.50
29,29855852,-325.20,-964.36,26.86,5.30,2.87,9.39,34.64
30,29859901,-342.77,-960.94,31.25,4.39,3.54,8.05,34.31
31,29863959,-342.77,-960.45,31.25,2.38,2.44,5.18,34.50
32,29869803,-333.50,-962.40,29.30,1.71,1.65,2.99,34.69
33,29873852,-332.03,-965.82,1.46,0.37,1.65,2.32,34.64
34,29877901,-330.57,-963.87,24.41,-4.09,-5.73,1.77,34.50
35,29881959,-324.71,-972.17,20.51,2.44,6.95,-0.37,34.36
36,29886008,-273.44,-998.54,-6.84,3.35,1.95,6.83,34.64
37,29891803,-353.52,-953.12,25.39,4.21,0.85,10.85,34.55
38,29895852,-370.12,-940.43,44.92,1.59,0.12,3.78,34.40
39,29899901,-357.42,-947.27,38.57,-3.29,-0.91,-3.72,34.50
40,29903959,-338.38,-956.54,22.95,-5.18,-1.65,-7.74,34.31
41,29908008,-303.22,-976.56,16.11,-4.02,-2.01,-5.98,34.50
42,29913803,-297.85,-981.45,23.44,-1.04,-0.73,0.49,34.50
43,29917852,-335.94,-957.52,25.88,0.37,-1.16,3.29,34.40
44,29921901,-356.93,-941.41,46.87,-0.49,-1.65,0.55,34.64
45,29925959,-351.07,-946.78,37.11,-4.76,-1.83,-5.30,34.36
46,29930008,-334.47,-960.45,25.39,-6.04,-2.68,-8.90,34.50
47,29935803,-305.18,-972.17,14.65,-4.57,-2.50,-7.38,34.69
48,29939852,-314.45,-977.05,20.51,-2.99,-1.16,-2.74,34.40
49,29943901,-316.41,-974.12,9.28,-1.89,-1.16,-0.85,34.55
50,29947959,-318.85,-967.77,31.25,-0.67,-1.10,0.06,34.64
51,29952008,-333.01,-961.91,35.16,-1.52,-0.67,0.24,34.21
52,29957803,-359.37,-949.71,29.30,-4.33,-3.23,-4.45,34.64
53,29961852,-349.61,-946.29,30.76,-8.35,-6.28,-12.74,34.31
54,29965901,-324.71,-966.80,33.20,-10.12,-5.79,-15.61,34.36
55,29969959,-295.90,-980.47,3.42,-8.72,-4.09,-14.27,34.40
56,29974008,-281.25,-986.82,9.77,-5.67,-2.80,-8.23,34.55
57,29979803,-286.13,-985.84,5.37,-2.32,-1.46,-1.59,34.36
58,29983852,-317.87,-966.80,19.04,0.24,-0.49,2.20,34.21
59,29987901,-324.71,-963.38,29.30,0.49,-0.67,2.56,34.69
60,29991959,-336.91,-962.89,24.41,-0.67,-1.10,0.67,34.40
61,29996008,-332.03,-961.91,21.48,-2.01,-1.40,-1.89,34.50
62,30001803,-320.31,-963.38,23.44,-2.50,-1.46,-2.74,34.36
63,30005852,-309.08,-975.59,12.70,-1.95,-0.91,-1.52,34.31
64,30009901,-307.62,-971.68,11.72,-0.85,-0.85,-0.24,34.36
65,30013959,-315.43,-971.68,19.53,-0.30,-0.67,0.85,34.55
66,30018008,-321.78,-968.26,16.60,-0.49,-0.73,1.16,34.40
67,30023803,-327.15,-964.84,20.02,-0.43,-0.85,0.06,34.50
68,30027852,-322.75,-964.84,29.30,-1.52,-0.79,-0.67,34.64
69,30031901,-321.78,-968.26,11.72,-1.40,-0.49,-0.91,34.40
70,30035959,-315.92,-966.80,20.51,-0.98,-0.91,-0.43,34.50
71,30040008,-319.34,-968.26,20.51,-0.61,-0.49,0.73,34.50
72,30045803,-318.36,-969.24,20.02,-0.49,-0.67,1.04,34.40
73,30049852,-321.29,-970.21,25.39,-0.30,-0.61,0.79,34.50
74,30053901,-321.78,-965.33,25.88,-0.79,-0.73,0.55,34.64
75,30057959,-326.17,-968.26,18.07,-1.10,-0.55,0.06,34.64
76,30063803,-319.82,-969.24,22.95,-0.79,-0.91,-0.37,34.40
77,30067852,-317.38,-966.31,27.34,-1.10,-0.67,0.00,34.55
78,30071901,-327.64,-971.19,21.00,-1.28,-1.52,0.00,34.31
79,30075959,-315.43,-968.26,31.74,-0.98,-1.10,-0.43,34.21
80,30080008,-318.85,-962.40,17.58,-1.46,-0.85,-0.06,34.50
81,30085803,-322.75,-959.96,23.93,-1.28,-1.22,-0.37,34.55
82,30089852,-323.73,-969.24,26.37,-1.65,-0.98,-1.28,34.88
83,30093901,-322.75,-971.19,21.48,-1.65,-0.49,-1.46,34.64
84,30097959,-308.11,-975.10,17.09,-0.98,-0.55,-0.91,34.64
85,30102008,-312.50,-978.52,18.07,-0.30,-0.37,0.91,34.40
86,30107803,-316.89,-972.66,19.04,0.00,-0.18,1.95,34.50
87,30111852,-327.64,-958.98,20.02,-0.24,-0.61,1.52,34.50
88,30115901,-327.64,-960.45,24.41,-0.98,-0.61,0.24,34.31
89,30119959,-327.15,-968.26,20.02,-1.59,-0.85,-0.67,34.40
90,30124008,-325.20,-968.75,16.11,-1.22,-0.98,-1.22,34.69
91,30129803,-317.87,-972.66,27.34,-0.98,-0.98,-0.24,34.40
92,30133852,-319.82,-967.77,13.18,-0.49,-0.67,0.79,34.31
93,30137901,-317.38,-967.29,18.55,0.00,-0.61,1.04,34.50
94,30141959,-319.82,-963.38,27.34,-0.24,-0.24,0.98,34.40
95,30146008,-327.64,-971.68,21.97,-0.85,-0.43,0.61,34.50
96,30151803,-325.20,-969.24,26.37,-0.79,-1.22,-0.37,34.50
97,30155852,-319.82,-970.70,20.51,-1.46,-0.98,-0.61,34.64
98,30159901,-316.89,-970.70,17.58,-0.98,-0.55,0.00,34.21
99,30163959,-314.94,-963.38,29.30,-0.43,-0.85,0.37,34.50
100,30168008,-321.29,-959.47,33.20,-0.91,-0.49,0.49,34.64
101,30173803,-325.68,-964.36,22.46,-1.65,-0.91,-0.79,34.55
102,30177852,-333.50,-958.01,28.81,-3.72,-2.44,-4.09,34.21
103,30181901,-330.57,-960.45,31.74,-4.57,-2.26,-6.10,34.50
104,30185959,-318.36,-971.68,10.25,-5.37,-2.74,-7.01,34.55
105,30190008,-310.06,-970.21,21.48,-4.15,-3.05,-6.59,34.40
106,30195803,-311.04,-965.33,26.86,-4.51,-2.20,-4.88,34.40
107,30199852,-358.40,-951.17,28.32,-5.55,-2.93,-7.01,34.36
108,30203901,-358.89,-944.82,40.53,-9.63,-7.38,-13.29,34.40
109,30207959,-336.43,-950.68,30.76,-14.27,-8.66,-20.30,34.69
110,30212008,-301.76,-977.54,14.16,-14.57,-7.99,-22.32,34.50
111,30217803,-266.60,-985.84,-6.35,-10.24,-6.16,-16.71,34.31
112,30221852,-248.54,-1001.95,-11.23,-3.41,-2.01,-3.29,34.40
113,30225901,-270.51,-987.79,-7.32,1.28,0.12,4.57,34.64
114,30229959,-310.55,-972.17,17.58,4.21,0.91,9.27,34.55
115,30234008,-337.89,-962.89,33.20,3.23,1.65,7.93,34.55
116,30239803,-348.63,-951.66,29.79,0.06,-0.18,2.20,34.40
117,30243852,-332.52,-960.45,29.79,-3.05,-1.22,-4.63,34.50
118,30247901,-312.50,-975.59,16.11,-3.90,-1.52,-5.85,34.50
119,30251959,-295.41,-986.33,11.23,-2.74,-1.40,-4.02,34.55
120,30256008,-292.48,-981.45,9.28,-0.98,-0.67,-0.30,34.50
121,30261803,-305.66,-977.05,18.07,-0.18,-0.49,2.13,34.74
122,30265852,-327.64,-964.36,23.44,-0.43,-1.59,1.10,34.40
123,30269901,-332.03,-959.96,25.88,-1.71,-1.89,-1.40,34.55
124,30273959,-324.22,-963.87,24.41,-4.70,-3.23,-5.24,34.36
125,30279803,-320.80,-968.75,16.60,-4.51,-2.50,-6.83,34.40
126,30283852,-294.92,-976.56,17.09,-4.15,-2.50,-5.79,34.40
127,30287901,-291.02,-979.49,11.23,-2.93,-1.65,-2.99,34.69
128,30291959,-295.41,-981.45,8.79,-0.91,-0.85,-0.55,34.50
129,30296008,-305.18,-972.66,17.09,0.00,-0.73,1.59,34.31
130,30301803,-312.50,-969.73,16.60,0.49,-0.24,2.50,34.64
131,30305852,-320.31,-962.40,21.97,0.06,-0.55,1.46,34.69
132,30309901,-318.36,-964.84,18.55,-0.91,-1.04,-0.24,34.64
133,30313959,-316.41,-968.75,15.62,-1.28,-0.67,-0.79,34.55
134,30318008,-310.06,-968.26,21.00,-1.22,-0.85,-0.85,34.64
135,30323803,-308.11,-974.61,18.55,-1.22,-0.73,-0.49,34.74
136,30327852,-312.50,-973.63,10.74,-0.73,-0.73,0.37,34.55
137,30331901,-312.50,-968.26,15.62,-0.55,-0.61,0.67,34.64
138,30335959,-312.50,-968.75,19.53,-0.67,-0.49,0.61,34.21
139,30340008,-309.57,-972.66,10.25,-1.04,-0.91,0.30,34.50
140,30345803,-309.57,-969.73,14.16,-0.73,-0.79,0.00,34.21
141,30349852,-310.55,-973.63,17.09,-1.40,-0.91,-0.43,34.40
142,30353901,-310.55,-971.68,6.84,-0.98,-0.85,-0.24,34.50
143,30357959,-304.69,-972.66,20.02,-0.67,-0.67,0.37,34.31
144,30362008,-309.57,-974.12,15.62,-0.85,-0.67,0.49,34.31
145,30367803,-310.55,-966.80,14.16,-0.61,-0.67,0.73,34.64
146,30371852,-316.89,-971.19,22.95,-0.43,-0.67,0.24,34.55
