seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,65955176,-303.22,-975.59,57.62,-6.22,-1.83,-7.68,33.88
1,65959238,-273.44,-982.91,77.64,-1.28,2.01,-6.52,33.97
2,65963287,-268.07,-987.79,66.89,-3.48,-1.16,-4.21,33.97
3,65967336,-261.72,-991.21,54.20,-1.16,-0.06,-0.30,34.02
4,65971385,-271.97,-987.79,68.85,1.10,1.04,2.50,33.97
5,65975437,-276.86,-983.40,72.27,0.37,0.61,4.63,34.12
6,65981787,-275.39,-985.84,62.99,0.49,1.22,6.83,34.02
7,65985836,-275.39,-985.84,62.99,2.26,3.23,9.76,33.97
8,65989885,-290.53,-976.56,71.29,2.62,3.17,10.18,34.21
9,65993943,-298.83,-968.75,68.36,2.50,2.74,9.27,33.88
10,65997992,-307.13,-966.80,76.66,2.01,2.44,7.20,34.12
11,66002042,-304.20,-965.82,75.20,1.04,1.46,4.33,34.16
12,66006091,-298.83,-966.31,78.61,-0.24,0.43,2.13,33.97
13,66011787,-298.34,-970.70,75.20,-0.98,-0.43,0.30,34.02
14,66015836,-291.02,-975.59,70.80,-0.49,0.49,-0.98,34.12
15,66019885,-290.53,-976.07,73.24,0.18,-0.06,-1.52,34.21
16,66023943,-298.83,-965.82,83.01,-0.18,-0.30,-3.48,33.97
17,66029787,-292.48,-976.56,82.52,-3.84,-1.46,-5.24,34.02
18,66033836,-277.83,-979.98,72.27,-1.95,0.00,-3.48,33.88
19,66037885,-271.48,-980.96,73.73,-2.07,-0.91,-1.77,33.97
20,66041943,-272.95,-984.37,62.99,-1.16,-0.79,0.98,33.97
21,66045992,-280.76,-979.49,71.29,0.18,-0.18,3.23,34.12
22,66050042,-281.74,-976.07,77.15,-0.18,0.00,4.51,33.59
23,66055787,-291.50,-975.59,67.87,0.06,0.00,5.06,33.88
24,66059836,-291.50,-975.10,73.73,0.24,0.12,4.39,34.02
25,66063885,-294.92,-969.24,72.75,0.30,0.12,3.60,33.68
26,66067943,-296.39,-970.70,77.15,0.00,0.18,2.56,34.02
27,66073787,-306.15,-970.70,76.17,-0.43,-0.18,0.98,34.16
28,66077836,-295.41,-975.10,77.15,-1.40,-0.91,-0.73,34.21
29,66081885,-286.62,-975.10,70.80,-1.40,-1.16,-0.79,33.88
30,66085943,-279.30,-973.63,65.92,-0.85,-0.73,0.12,33.64
31,66089992,-283.20,-981.93,68.36,-0.55,-0.98,1.34,34.21
32,66095787,-284.18,-979.98,70.31,-0.49,-0.85,2.20,34.02
33,66099836,-292.48,-973.14,67.87,0.12,-0.61,2.32,34.02
34,66103885,-292.48,-975.10,71.29,-0.61,-0.73,1.77,34.02
35,66107943,-295.41,-975.59,80.08,-1.59,-1.46,1.34,33.83
36,66111992,-281.74,-980.47,62.99,-2.56,-0.79,0.98,34.02
37,66117787,-277.83,-983.40,52.25,1.28,0.79,3.29,34.31
38,66121836,-285.16,-978.52,68.36,0.55,-0.91,5.61,34.12
39,66125885,-283.69,-982.42,58.11,0.98,-1.04,6.28,33.88
40,66129943,-290.04,-979.49,72.75,2.56,-0.49,7.26,33.97
41,66133992,-298.83,-975.10,69.82,1.95,-0.55,7.44,33.88
42,66139787,-285.64,-975.59,85.45,0.91,-1.16,7.26,33.97
43,66143836,-289.55,-976.07,60.06,0.73,-1.16,8.35,34.02
44,66147885,-298.83,-969.73,75.68,2.44,-0.67,8.11,34.12
45,66151943,-303.22,-970.21,78.61,1.46,-0.61,6.71,34.02
46,66155992,-302.25,-969.73,79.59,0.79,-0.98,5.49,34.02
47,66161787,-261.23,-989.75,76.66,2.56,-0.12,5.43,33.97
48,66165836,-276.86,-996.09,3.42,9.76,-0.85,5.12,33.83
