seq,timestamp_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
0,103106014,-547.85,-861.82,60.55,-0.24,-1.16,-2.20,34.50
1,103110076,-547.85,-853.52,66.89,-0.49,-1.28,-1.65,34.64
2,103114126,-547.85,-860.35,68.85,-0.49,-1.28,-1.65,34.64
3,103118175,-549.32,-853.52,67.87,-0.98,-0.98,-0.55,34.50
4,103122224,-543.46,-851.07,67.87,-1.52,-0.85,0.06,34.36
5,103126274,-543.46,-851.07,67.87,-1.65,-0.61,0.91,34.21
6,103130324,-542.97,-855.96,64.45,-1.34,-0.30,1.89,34.50
7,103134373,-551.76,-861.33,58.11,-0.91,-0.43,2.80,34.64
8,103138422,-548.83,-856.45,70.31,-0.98,-0.37,3.35,34.69
9,103142472,-545.90,-850.59,64.45,-1.28,-0.37,3.60,34.40
10,103146521,-553.71,-852.54,63.96,-1.10,-0.24,3.23,34.88
11,103150571,-553.71,-853.52,66.89,-1.10,-0.43,2.99,34.74
12,103156799,-555.18,-848.14,63.48,-1.59,-0.18,2.20,34.50
13,103160848,-553.71,-854.49,61.04,-1.52,-0.30,1.59,34.40
14,103164898,-557.13,-857.91,63.96,-1.16,-0.55,0.98,34.64
15,103168955,-557.13,-851.56,64.94,-1.28,-0.67,0.43,34.40
16,103173005,-547.85,-849.12,62.50,-1.52,-0.49,0.00,34.69
17,103177054,-551.27,-856.45,66.89,-1.83,-0.73,-0.12,34.36
18,103182799,-552.25,-855.47,66.41,-1.71,-0.55,-0.24,34.50
19,103186848,-549.80,-853.52,64.94,-2.56,-0.49,0.24,34.64
20,103190898,-545.41,-861.82,58.11,-2.44,-0.43,0.91,34.50
21,103194955,-540.04,-866.70,40.53,-0.06,-1.10,2.13,34.36
22,103199005,-542.48,-853.52,71.78,-1.04,-1.89,4.27,34.64
23,103204799,-548.83,-852.54,57.62,-0.06,-0.30,5.37,34.55
24,103208848,-551.27,-852.05,62.50,-1.59,0.43,5.00,34.36
25,103212898,-549.80,-856.45,44.43,-1.16,0.00,5.55,34.50
26,103216955,-547.85,-854.49,46.87,0.24,-0.37,5.91,34.36
27,103221005,-555.18,-850.59,53.22,2.20,0.49,6.40,34.64
28,103226799,-571.29,-848.63,61.52,2.38,0.12,5.18,34.50
29,103230848,-566.41,-839.84,70.31,0.30,-0.61,2.32,34.83
30,103234898,-566.41,-847.66,62.01,-0.98,-0.49,0.67,34.50
31,103238955,-562.99,-848.14,57.62,-0.98,-0.85,-1.16,34.36
32,103243005,-557.62,-853.03,58.11,-0.43,-1.28,-2.13,34.55
33,103248799,-556.15,-846.19,60.06,0.00,-1.40,-2.80,34.88
34,103252848,-562.01,-850.10,68.36,0.06,-1.59,-4.21,34.50
35,103256898,-560.06,-848.63,71.29,0.18,-1.77,-5.43,34.64
36,103260955,-559.57,-848.63,62.99,-0.37,-1.65,-6.52,34.64
37,103265005,-553.71,-855.47,61.52,-0.30,-1.89,-7.56,34.55
